@relation sheet
@attribute in1 real
@attribute in2 real
@attribute in3 real
@attribute in4 real
@attribute in5 real
@attribute in6 real
@attribute in7 real
@attribute in8 real
@attribute in9 real
@attribute in10 real
@attribute in11 real
@attribute in12 real
@attribute class {Pass,Fail}
@data
103,0,1,1291,375,3475,1,439,743,0,1,1,Pass
644,1,1,855,749,6929,1,1081,506,1,1,1,Pass
1116,0,0,6458,991,1457,0,1359,1741,0,2,2,Pass
1900,1,0,9285,319,745,2,200,91,0,1,1,Pass
439,1,0,4543,599,5135,2,886,1194,1,2,1,Pass
1422,1,1,425,334,3806,3,1612,354,1,1,0,Pass
820,0,0,1785,987,6890,1,1328,608,1,0,1,Pass
1222,1,1,7543,175,7817,3,433,721,1,0,2,Pass
1327,0,1,4672,987,8120,1,1277,1922,0,0,2,Pass
592,0,0,3852,346,7021,0,1211,907,0,2,1,Pass
38,1,0,70,394,9367,2,1287,1715,1,2,1,Pass
781,0,0,1392,116,375,1,1671,1863,1,2,1,Pass
1259,0,0,8232,611,1747,0,1,1740,1,0,2,Pass
79,1,0,1363,912,3199,0,159,1836,0,2,2,Pass
959,0,0,9484,11,2127,0,1401,644,0,0,1,Pass
1017,0,0,1538,29,5108,1,469,1219,0,1,0,Pass
520,0,0,5316,874,920,2,1286,1079,0,0,0,Pass
1520,1,1,9793,324,4369,2,566,217,1,0,1,Pass
1821,0,0,2760,395,4632,2,1833,960,0,1,0,Pass
1021,0,0,913,376,3469,3,471,299,1,1,0,Pass
982,1,0,3598,111,2816,3,1757,1088,0,0,2,Pass
1881,0,1,7866,580,8917,3,970,40,1,1,1,Pass
1645,1,0,8580,695,844,0,1753,37,1,1,0,Pass
816,1,0,3728,433,6963,2,1944,451,0,1,0,Pass
1856,1,0,3923,384,3889,3,684,1379,1,2,2,Pass
1536,0,1,9073,334,4985,2,982,1455,1,2,1,Pass
461,0,0,1549,292,8128,3,1599,1616,1,1,0,Pass
1463,0,1,4692,230,6916,2,932,1442,1,0,1,Pass
1173,1,0,3038,721,1075,1,1973,1904,0,0,0,Pass
985,0,0,2890,983,124,2,1368,195,0,2,2,Pass
538,0,0,2125,162,8222,3,285,990,0,2,0,Pass
984,0,0,4255,598,1698,2,373,1485,1,2,0,Pass
1714,1,0,5674,840,6942,0,77,1747,1,1,2,Pass
1179,1,1,1512,492,4448,2,1657,1658,1,2,0,Pass
386,0,0,4801,276,9851,2,935,1069,0,0,1,Pass
1928,1,0,1909,956,3082,3,681,1289,1,0,0,Pass
740,0,1,8004,162,6504,2,534,1705,1,0,1,Pass
1418,1,0,2656,427,1810,2,1253,489,1,0,0,Pass
882,1,0,8419,449,8017,3,1935,330,1,1,0,Pass
141,0,0,3338,391,2766,1,169,764,0,0,0,Pass
1386,0,0,4469,302,9738,1,196,1601,0,2,2,Pass
1053,1,0,2019,986,5538,0,649,1990,0,0,2,Pass
40,1,1,6287,237,421,3,1547,244,0,0,0,Pass
268,1,1,6897,533,9035,3,434,379,0,0,0,Pass
975,0,1,1163,929,8635,0,954,424,0,2,0,Pass
761,0,1,1430,974,1280,3,1807,821,1,1,0,Pass
194,0,1,6145,399,4225,2,1389,1863,0,2,0,Pass
1034,0,0,7309,106,5474,1,1600,1309,0,0,0,Pass
1395,0,1,3904,151,4531,0,1148,1851,0,0,0,Pass
275,1,1,9852,732,8140,3,403,1870,0,2,0,Pass
283,0,1,7700,948,970,0,265,961,0,1,1,Pass
1293,1,1,8211,821,3538,3,333,661,0,1,0,Pass
1523,1,1,6144,671,5432,2,543,7,0,0,2,Pass
1010,1,0,634,506,4260,3,1520,676,0,1,0,Pass
260,0,0,5155,601,8201,1,434,767,1,1,0,Pass
188,0,1,677,338,8922,1,101,1259,1,2,2,Pass
1611,1,1,326,247,7379,3,852,299,0,2,0,Pass
1417,0,0,9409,974,7961,1,242,478,0,1,0,Pass
1528,0,1,491,180,278,2,1004,1632,0,1,0,Pass
346,1,1,2006,680,1051,3,868,451,1,1,0,Pass
58,1,1,6686,147,4907,3,719,1892,0,2,2,Pass
1856,1,0,5974,581,6185,3,196,977,1,1,0,Pass
261,1,1,4039,650,2247,3,1914,240,0,2,1,Pass
110,1,0,1836,955,9187,0,1141,787,0,0,0,Pass
29,0,0,5332,249,5656,0,1893,959,1,2,0,Pass
602,0,1,9197,412,2117,1,1939,1923,0,2,1,Pass
633,0,1,4529,537,9348,1,1952,1325,1,1,1,Pass
733,1,1,5448,338,4307,1,1540,1072,1,1,2,Pass
1137,0,0,6083,167,3184,3,376,1338,0,2,0,Pass
911,1,1,7272,17,6620,0,1321,937,1,2,0,Pass
33,1,1,631,215,5126,2,1858,181,0,2,0,Pass
1980,1,0,7647,529,2313,2,844,480,0,2,2,Pass
1941,0,0,1286,642,5804,2,1004,481,0,2,2,Pass
467,1,0,5164,146,3405,2,1442,1193,0,1,2,Pass
1835,0,0,1490,176,2418,0,1426,1572,0,0,0,Pass
866,0,0,8885,831,1189,1,1512,760,1,2,0,Pass
1461,1,1,6025,823,6371,2,1061,804,0,1,2,Pass
236,0,1,8891,748,9816,0,873,1719,0,0,2,Pass
916,1,0,5663,891,5809,1,1844,1065,1,1,2,Pass
1716,1,0,5179,448,1383,2,1701,911,1,1,0,Pass
127,0,1,5335,157,3740,3,374,847,1,1,1,Pass
735,0,0,9258,92,7916,3,490,251,0,2,1,Pass
954,1,0,6826,589,682,3,1292,1250,0,0,0,Pass
918,0,0,4407,578,8430,2,461,25,0,0,2,Pass
1712,0,1,7628,776,8751,1,498,544,0,2,2,Pass
866,0,0,7451,872,2041,2,1104,1208,0,0,0,Pass
635,1,0,9357,283,9158,2,382,1514,1,0,2,Pass
880,1,1,7851,844,9625,1,1805,1435,1,2,1,Pass
247,0,0,3748,718,2804,0,1918,1412,1,2,2,Pass
11,1,0,707,398,399,0,744,789,1,2,0,Pass
1059,1,0,2004,35,8122,0,1660,737,0,1,2,Pass
581,1,1,6827,201,424,1,1903,268,0,2,0,Pass
704,1,1,921,981,2082,2,620,1656,0,0,1,Pass
1407,1,0,9333,267,3164,3,876,1944,1,2,1,Pass
1520,0,1,3851,691,9823,2,1098,1859,0,2,2,Pass
1196,1,0,6859,553,8540,0,464,1953,1,2,0,Pass
921,1,1,3800,787,3408,1,95,1323,1,1,0,Pass
1426,0,1,8884,204,4721,3,1335,1716,1,2,2,Pass
464,0,0,6141,575,9916,1,189,558,1,2,2,Pass
1178,0,0,4686,231,8642,3,1770,95,0,0,1,Pass
447,1,1,3676,963,3094,3,1597,938,1,0,0,Pass
44,0,1,9795,344,5133,0,359,641,0,0,0,Pass
1120,0,0,6821,670,2681,1,1830,832,1,0,0,Pass
853,1,0,5239,595,4891,3,393,1661,1,1,0,Pass
641,0,1,7872,221,9292,1,1224,1538,0,0,2,Pass
321,0,1,3351,642,8559,3,229,1892,0,0,1,Pass
1006,0,0,9792,44,2013,2,667,710,1,2,2,Pass
642,1,1,971,489,8726,2,1577,1006,1,0,2,Pass
587,0,1,6129,934,5624,2,1443,1841,0,1,2,Pass
855,1,1,4851,178,5526,3,429,1106,0,2,2,Pass
632,1,1,2697,496,3248,1,1709,477,0,0,1,Pass
998,1,1,6268,574,6242,0,1829,521,1,1,1,Pass
1723,1,0,5912,83,9251,2,1794,1556,0,0,0,Pass
1668,1,1,5498,181,6707,3,284,64,1,0,1,Pass
890,0,1,9082,207,8009,1,210,3,0,0,0,Pass
1544,0,0,8334,465,9136,2,1672,420,0,2,1,Pass
1054,1,1,7747,105,2020,0,72,649,1,1,0,Pass
124,1,0,976,975,7061,0,188,965,0,2,0,Pass
642,1,1,2353,910,976,0,427,1478,0,1,2,Pass
1196,1,0,5444,6,4414,2,31,916,0,1,0,Pass
1107,0,1,1996,766,4403,3,586,1869,1,2,0,Pass
118,1,0,6536,855,3212,0,200,1941,0,0,1,Pass
46,0,1,1863,683,7868,2,1966,450,1,2,0,Pass
936,0,0,3203,780,316,2,1781,1966,0,1,2,Pass
1142,0,1,9759,849,3510,1,826,1805,1,0,2,Pass
1894,1,0,3926,898,8646,1,1037,1446,0,2,2,Pass
828,0,0,6761,596,5365,2,685,1543,1,2,1,Pass
258,0,1,5869,975,8554,1,1301,824,0,2,0,Pass
1477,1,0,6551,317,1046,0,381,1960,0,0,0,Pass
1667,1,0,6141,901,356,3,871,222,1,1,0,Pass
1240,1,1,3394,589,5970,2,1259,1072,0,2,2,Pass
1360,1,0,7094,182,6215,2,794,1927,1,2,1,Pass
333,1,0,3504,401,8218,2,916,1883,0,1,1,Pass
2,0,1,8225,406,5092,3,95,626,1,1,1,Pass
1072,1,1,7358,869,5771,3,1757,75,0,2,0,Pass
37,0,0,7202,901,9651,1,736,370,0,0,1,Pass
1933,1,1,9846,130,8938,2,981,1779,1,1,0,Pass
184,0,0,981,571,9991,2,370,8,0,0,1,Pass
866,1,1,2296,881,4519,1,1830,743,0,2,2,Pass
1081,0,0,8579,323,5389,2,1636,1308,0,2,0,Pass
1665,0,0,9955,469,2604,0,403,1294,1,2,1,Pass
1819,1,0,221,737,4603,0,604,1477,0,1,1,Pass
540,0,0,8476,582,6734,0,361,736,1,2,1,Pass
705,0,1,8959,989,5604,2,1103,957,1,0,0,Pass
1703,0,1,9380,889,1641,2,560,409,0,2,2,Pass
1440,0,0,9549,702,913,3,1656,223,1,0,2,Pass
1258,1,1,7653,650,1687,0,458,5,0,0,1,Pass
673,0,1,3399,543,3640,2,782,56,0,1,1,Pass
845,1,1,7764,571,5960,1,1025,1922,0,1,2,Pass
702,0,0,2759,758,1400,1,1217,682,0,2,1,Pass
1354,1,1,5551,178,8889,0,284,161,0,2,2,Pass
1937,0,0,2800,953,2201,0,604,821,0,0,2,Pass
1279,0,1,9486,671,4992,3,1241,918,0,1,1,Pass
1176,0,0,5807,112,7631,1,787,765,0,1,0,Pass
1034,0,0,3813,308,3485,2,499,1428,1,0,2,Pass
1284,0,0,9821,855,5302,3,613,312,0,2,2,Pass
492,0,0,7070,324,5754,2,508,1923,1,0,0,Pass
630,1,0,8825,505,8006,2,58,142,0,0,2,Pass
1752,1,0,9170,838,9050,3,1554,698,0,1,0,Pass
1121,1,1,97,910,4783,3,244,1527,0,2,0,Pass
1,0,0,7536,208,9404,3,1596,1350,0,0,1,Pass
908,0,0,2793,702,5181,3,784,977,1,0,0,Pass
1552,1,0,9043,4,6599,0,637,1426,0,1,2,Pass
1966,1,0,1200,453,9699,0,309,1816,1,0,0,Pass
1900,1,0,895,294,4013,3,254,205,0,1,2,Pass
1312,1,1,7761,390,6194,2,338,60,1,2,0,Pass
192,0,0,8418,661,6683,2,135,8,1,2,2,Pass
1102,0,1,8494,600,2162,2,562,1359,0,2,1,Pass
490,0,1,4117,855,4871,3,1862,837,0,1,0,Pass
471,1,1,1510,549,8037,0,1083,1125,1,2,2,Pass
1399,1,0,4587,349,3999,3,308,1785,0,2,2,Pass
809,1,1,5550,134,7066,3,281,819,0,0,2,Pass
152,0,1,1344,917,5631,3,37,1484,1,0,1,Pass
1127,0,0,1386,257,295,2,182,17,1,1,2,Pass
16,1,0,7355,532,6042,0,567,1141,1,2,0,Pass
1316,0,0,100,476,2860,3,900,1176,1,1,1,Pass
692,1,0,6299,16,2526,2,401,1727,0,0,0,Pass
1958,1,0,3298,231,613,3,975,1317,0,0,1,Pass
1338,1,0,4875,437,1650,3,1044,887,0,2,0,Pass
1252,1,0,1491,662,3431,0,1150,325,0,1,0,Pass
1468,1,0,2592,733,2170,1,1852,1148,1,2,0,Pass
424,1,1,8096,350,4705,2,353,1976,0,2,0,Pass
1987,1,0,9032,838,8209,0,1855,78,0,1,0,Pass
926,1,1,8670,124,4811,0,35,815,1,0,1,Pass
428,0,1,8379,88,6188,2,315,16,1,2,2,Pass
388,0,1,7497,106,9961,2,1929,734,0,0,0,Pass
711,0,1,8941,629,5165,2,1322,1591,0,0,0,Pass
1721,0,1,265,914,4007,3,256,1947,0,0,1,Pass
1667,1,0,4073,352,1244,3,47,1865,0,0,2,Pass
991,1,1,9583,73,7405,0,64,1406,1,2,2,Pass
1620,1,0,9814,168,4333,1,281,1983,1,1,0,Pass
409,0,0,7480,445,1707,0,1710,1135,1,2,2,Pass
495,1,1,6676,43,4111,1,942,1684,1,1,2,Pass
1774,0,1,5415,328,9116,2,852,1116,1,1,0,Pass
1577,1,1,4077,123,5786,0,960,1972,1,1,0,Pass
452,0,1,9549,972,8117,0,1418,1105,1,1,2,Pass
635,1,0,5863,141,8687,0,395,351,1,2,2,Pass
1782,1,1,1060,366,9430,2,1055,670,1,1,0,Pass
1697,1,0,5824,45,8778,0,1955,324,0,2,1,Pass
672,0,1,8078,684,5511,1,815,485,1,1,1,Pass
967,0,0,2736,884,7074,2,680,967,0,1,0,Pass
271,1,1,7705,7,8186,3,1165,1146,1,1,1,Pass
203,1,0,569,451,3622,0,1988,268,1,1,0,Pass
1410,1,1,9804,242,6542,3,121,1714,1,2,2,Pass
1183,1,1,9816,814,6304,0,1434,1066,1,1,1,Pass
1756,0,0,4921,929,4009,3,218,1013,1,2,0,Pass
373,0,1,2531,514,7924,0,1336,1881,1,0,1,Pass
32,0,1,9724,43,4939,2,931,1052,1,0,2,Pass
1121,0,0,1531,856,3840,3,1636,309,1,2,2,Pass
20,0,1,3449,105,9728,3,352,1332,0,2,1,Pass
1707,0,0,9595,288,3725,2,337,1018,1,0,2,Pass
1615,0,0,4993,510,7437,2,760,1978,0,0,0,Pass
1339,0,1,8278,863,523,1,1338,1590,0,2,1,Pass
955,1,0,6156,414,1649,1,716,1054,0,0,0,Pass
1196,1,0,5387,650,9015,3,196,1579,1,2,1,Pass
1428,1,1,6878,920,4436,2,309,1873,1,1,0,Pass
442,0,0,4307,114,8631,3,191,1898,0,2,1,Pass
1128,1,0,4549,940,2681,3,729,1079,0,0,0,Pass
148,0,0,9519,559,4955,1,947,122,1,0,1,Pass
630,0,1,1384,846,3855,2,853,38,0,2,2,Pass
1499,0,1,2222,605,8508,3,710,351,0,1,2,Pass
832,1,0,4840,297,8538,0,850,454,0,0,0,Pass
354,1,1,8196,626,8175,1,1395,1892,1,2,1,Pass
441,1,1,6561,717,7357,1,1666,192,0,1,1,Pass
652,0,0,9234,390,1233,0,1043,754,1,1,1,Pass
1640,1,1,5464,611,4242,0,1987,959,1,1,2,Pass
258,1,0,755,307,2635,0,887,743,0,0,2,Pass
1459,0,0,6253,868,782,2,1418,2,0,2,1,Pass
1003,1,1,2363,532,3423,0,186,609,0,2,0,Pass
806,0,0,4841,182,5489,0,807,216,0,1,2,Pass
1714,1,1,8073,350,2120,1,1666,913,1,1,2,Pass
138,1,0,1056,168,594,1,182,1828,0,2,1,Pass
1781,1,0,4020,290,7372,0,334,1882,1,1,2,Pass
1647,0,0,14,137,4070,3,1899,471,0,0,2,Pass
737,1,0,8193,697,6699,3,807,1775,0,1,2,Pass
1139,0,1,6300,78,8249,0,915,1017,0,0,0,Pass
1815,1,0,2522,511,2432,1,802,1737,1,2,1,Pass
1129,0,1,3387,545,3713,1,696,1569,1,0,1,Pass
1578,0,1,8950,601,5517,1,747,1935,1,0,0,Pass
1540,0,0,7654,107,2464,0,1788,1081,1,2,1,Pass
303,0,1,3495,872,6306,1,1434,1324,1,2,2,Pass
682,1,0,835,420,9009,2,668,60,1,0,1,Pass
589,1,1,4789,484,8086,3,1841,1149,0,0,0,Pass
18,1,0,9746,446,2185,0,653,136,1,1,0,Pass
443,1,1,439,474,1274,0,1514,881,0,1,0,Pass
694,1,0,9418,631,327,3,1409,893,1,2,2,Pass
613,0,0,3561,912,5564,3,828,1560,1,2,2,Pass
211,1,1,2929,236,9331,0,721,108,1,1,0,Pass
1672,0,1,5621,404,9504,0,869,341,0,1,0,Pass
660,0,0,3188,15,144,3,163,1561,1,2,2,Pass
1042,0,0,2845,433,8871,3,240,413,0,0,1,Pass
507,0,1,4489,66,1356,1,564,1514,0,0,1,Pass
1443,1,1,3533,306,3339,3,1007,1910,0,2,1,Pass
665,0,1,1043,362,4334,0,525,1703,1,0,0,Pass
815,1,0,8428,422,8559,1,1744,1113,1,1,0,Pass
113,0,0,5805,38,5493,3,1233,1480,1,0,1,Pass
810,1,0,6010,571,1138,3,554,897,0,0,0,Pass
106,0,0,475,29,495,1,1260,1019,1,2,0,Pass
1548,1,1,83,35,8891,3,1215,859,1,0,0,Pass
1819,1,0,7119,468,3806,3,1284,348,0,0,0,Pass
331,1,0,8601,35,8957,1,1963,869,0,1,1,Pass
125,1,0,8257,759,5858,3,1994,1851,1,1,0,Pass
1764,1,0,1932,591,6531,1,483,95,1,1,1,Pass
1133,1,0,9748,92,3573,3,824,107,0,1,1,Pass
163,0,1,7348,32,7892,3,1813,749,1,2,0,Pass
872,1,0,4118,428,2216,3,178,765,1,1,2,Pass
903,0,1,2355,767,5151,0,1117,99,0,0,0,Pass
1693,0,0,6351,834,7610,2,712,1609,1,1,0,Pass
1023,1,0,3623,296,9198,1,1964,712,0,1,1,Pass
1071,1,1,4511,738,5984,2,849,134,0,0,0,Pass
720,1,0,6324,536,3973,3,1041,1764,0,1,2,Pass
433,0,1,3763,844,3692,3,1969,206,0,0,2,Pass
190,1,1,5421,256,7762,1,1475,1603,0,0,1,Pass
137,0,0,7024,215,793,0,114,220,0,0,1,Pass
1631,1,0,3162,633,8541,1,99,657,1,0,0,Pass
1998,1,1,1653,799,2092,0,525,110,1,1,0,Pass
1628,1,1,3506,270,5288,2,733,668,0,2,1,Pass
714,0,1,6507,752,2547,0,417,1892,1,1,2,Pass
1439,0,0,1873,813,975,0,1990,1238,1,1,1,Pass
313,0,0,6023,113,3160,2,664,127,1,2,0,Pass
822,1,1,2769,646,5464,2,926,289,1,2,0,Pass
1609,1,0,5877,730,1566,2,1864,1236,1,0,0,Pass
64,1,0,3316,315,8882,2,1838,1601,0,1,1,Pass
1321,1,1,2781,927,5921,0,1758,1015,1,0,1,Pass
1116,1,0,9831,648,1720,0,1194,766,0,0,1,Pass
667,1,0,4592,699,7352,0,196,592,0,1,0,Pass
1293,1,0,7663,937,3774,2,399,1007,0,1,0,Pass
611,0,0,5611,950,8469,0,651,1978,1,2,2,Pass
185,1,0,8126,423,3313,3,420,177,1,0,0,Pass
357,0,1,6081,657,418,3,1151,1119,0,1,1,Pass
1110,0,1,1069,972,1866,2,1739,1951,0,1,1,Pass
139,0,0,2739,485,6740,0,457,31,0,0,1,Pass
460,0,0,2641,91,4042,0,1455,1096,1,2,0,Pass
13,1,0,5851,273,3114,2,1526,647,0,0,1,Pass
1815,1,1,1817,297,8990,3,54,1213,0,1,2,Pass
648,1,1,7595,705,7917,2,1268,746,0,0,0,Pass
1346,1,1,7934,487,3995,2,1520,1728,0,2,1,Pass
729,1,1,2945,608,449,1,244,1964,1,0,1,Pass
1645,0,1,4272,390,6081,0,292,423,1,1,1,Pass
1327,1,1,4228,351,6737,0,631,1698,0,1,2,Pass
888,1,0,1774,754,4794,3,1432,136,0,0,2,Pass
1389,0,0,6982,276,1701,0,1701,1860,1,2,2,Pass
1783,1,0,8380,800,683,1,1097,507,1,2,0,Pass
326,0,1,9043,725,9263,3,1119,476,0,0,2,Pass
205,0,0,13,513,7984,0,557,1291,1,2,0,Pass
1424,1,0,6335,419,1991,2,627,1285,0,1,0,Pass
369,1,1,2874,438,3699,2,7,1781,1,2,0,Pass
1138,0,0,8699,752,3269,3,695,1821,0,2,0,Pass
845,1,0,4696,378,3316,0,514,1800,1,2,0,Pass
359,0,0,687,81,3046,1,683,756,1,2,2,Pass
442,0,1,3620,267,5696,3,1715,260,0,0,2,Pass
1113,0,0,255,622,6100,3,1706,155,1,2,2,Pass
950,0,1,5784,866,7454,3,826,556,0,2,0,Pass
1431,1,0,9689,318,8482,1,1255,518,0,1,2,Pass
1694,1,0,6278,471,1371,3,1359,1861,0,2,1,Pass
928,1,1,2547,492,2843,3,1443,1771,1,1,2,Pass
885,0,0,7531,150,52,1,1400,134,0,0,1,Pass
150,1,0,1969,413,5481,1,501,354,0,2,2,Pass
908,0,0,9933,501,3579,2,320,1606,0,1,0,Pass
1820,0,1,4923,120,7514,3,1583,1140,0,0,1,Pass
56,1,1,859,373,1999,1,1888,1793,0,0,1,Pass
1337,1,1,8970,453,4859,2,925,108,1,2,2,Pass
1857,1,0,1986,789,1959,2,313,868,1,2,0,Pass
404,1,1,4026,15,4624,3,1976,1401,0,0,1,Pass
1629,1,0,4484,299,7430,2,390,284,1,2,2,Pass
1574,0,1,8759,154,8376,1,430,251,1,1,2,Pass
1817,0,0,3634,515,5735,2,716,1932,0,1,1,Pass
44,0,1,7524,111,3757,0,1786,1346,1,0,0,Pass
1505,1,0,3378,454,4496,1,572,1973,0,2,2,Pass
1043,0,1,5982,292,4528,1,1169,1507,1,2,2,Pass
1540,0,0,1672,349,8354,2,399,1212,1,1,0,Pass
922,1,1,9180,61,8239,0,705,1939,0,1,1,Pass
1890,1,1,319,940,2533,2,312,504,1,1,1,Pass
532,1,1,5167,302,7153,2,851,666,0,1,1,Pass
1998,0,1,8591,377,3743,2,340,561,0,1,2,Pass
628,0,1,4101,463,6951,1,824,1570,0,1,0,Pass
540,1,1,8824,706,6205,0,619,1971,0,2,2,Pass
1792,1,0,5153,495,7900,0,1966,726,1,2,1,Pass
948,1,1,1380,115,3543,1,830,1626,1,2,0,Pass
895,1,1,4851,346,3813,0,1355,1508,1,2,0,Pass
94,0,1,5960,6,815,3,1562,1028,0,0,0,Pass
828,1,1,5525,476,4368,2,1599,1148,0,0,2,Pass
789,1,1,6450,970,7729,1,674,1779,0,0,1,Pass
849,1,1,4746,460,535,2,485,1743,0,1,2,Pass
1349,0,0,826,5,6338,2,232,313,0,1,0,Pass
1069,1,1,3855,546,6796,0,1633,1954,1,0,0,Pass
1517,0,0,6451,482,9123,2,115,650,0,1,1,Pass
1247,1,1,5180,242,4413,3,1458,265,1,1,0,Pass
1167,0,0,3370,541,9022,2,120,1758,0,2,0,Pass
1977,0,1,7283,631,6688,0,1696,668,0,1,2,Pass
1739,0,1,932,210,5783,2,20,1501,0,0,1,Pass
158,0,1,1487,218,3846,1,1085,502,1,1,2,Pass
824,0,1,5731,250,59,3,1822,1858,1,2,2,Pass
1461,1,1,7140,153,1371,3,118,738,1,1,1,Pass
1132,1,1,1377,231,9235,3,1353,1561,0,1,2,Pass
501,0,0,1652,73,2739,2,322,1101,0,1,1,Pass
1775,0,1,3554,724,9040,1,1566,97,1,0,0,Pass
1623,0,0,1191,685,3357,3,512,711,0,1,0,Pass
1597,1,0,3204,990,5198,3,1509,123,0,2,2,Pass
872,1,1,9504,213,2626,0,1995,99,0,1,1,Pass
353,1,0,3041,630,2836,1,1068,1161,1,1,0,Pass
37,0,0,5885,168,1958,2,1752,1938,1,0,1,Pass
443,0,0,3577,605,113,3,1740,913,0,1,2,Pass
1101,1,1,2982,523,9156,2,1014,797,1,1,1,Pass
1500,0,0,315,391,5535,0,1257,424,0,0,0,Pass
355,1,0,2075,281,4324,3,1611,121,0,1,1,Pass
1733,1,0,1308,874,6642,2,289,537,0,1,1,Pass
602,0,0,9289,601,3719,2,1980,1569,0,2,1,Pass
1100,1,0,3389,396,3097,3,987,1372,1,2,1,Pass
1576,0,1,5829,627,8839,0,20,1008,0,2,0,Pass
1880,1,0,3865,513,2362,3,1048,991,1,0,1,Pass
1604,0,1,4782,12,315,3,58,1908,1,2,2,Pass
1072,1,0,3362,267,872,1,1428,1137,1,0,0,Pass
1481,0,0,9613,934,672,0,143,1165,0,1,0,Pass
48,1,0,3497,465,9199,3,900,210,0,0,2,Pass
577,0,0,2135,594,3104,0,444,300,1,2,1,Pass
501,1,0,6854,585,6773,0,1560,134,1,0,2,Pass
779,0,1,9080,551,9773,3,710,1685,1,2,0,Pass
1165,0,0,4474,966,6138,0,313,352,0,0,1,Pass
1622,0,0,2840,960,5604,2,204,751,1,1,2,Pass
1961,0,0,7299,116,3831,1,1291,615,1,0,1,Pass
980,0,0,5240,450,4717,2,1846,1599,0,1,2,Pass
123,0,1,9159,287,113,3,1114,1140,0,1,0,Pass
1929,1,0,9268,868,7065,0,1558,209,0,2,2,Pass
1192,0,0,694,953,6502,2,608,99,0,1,1,Pass
1385,0,1,4626,566,3553,0,1081,1968,1,0,2,Pass
1767,1,0,1083,177,7293,3,316,1326,0,2,0,Pass
1934,0,1,7120,891,1356,0,1142,361,0,2,2,Pass
65,1,1,4426,13,3832,2,1354,406,1,0,0,Pass
49,0,1,6216,176,3352,3,908,1836,0,1,0,Pass
496,0,1,2817,225,9172,0,784,1162,1,0,2,Pass
941,1,0,5262,899,8574,1,119,1852,1,1,0,Pass
81,0,0,1882,374,5414,1,1037,1390,0,0,0,Pass
1103,1,0,1439,997,1330,2,490,1786,1,1,0,Pass
1971,1,0,7798,710,9006,3,635,791,0,2,0,Pass
1945,0,1,7362,481,7471,1,1060,367,1,0,2,Pass
774,1,1,6130,3,9783,2,1197,1098,1,2,0,Pass
651,1,1,5962,236,4701,3,142,1040,1,2,2,Pass
733,0,0,1956,235,7668,3,689,1488,0,0,1,Pass
1433,1,0,3200,107,2349,0,394,1608,0,2,2,Pass
1036,1,1,5421,591,5586,0,397,1253,1,0,1,Pass
857,0,0,2347,369,4905,0,421,482,0,2,2,Pass
875,0,1,7080,528,7211,1,1780,1669,0,2,1,Pass
1954,0,0,1419,518,2743,0,388,1612,1,0,0,Pass
947,0,0,7272,889,8080,1,1473,1647,1,2,1,Pass
1663,0,1,5064,785,6134,3,1656,1750,1,1,1,Pass
428,0,1,2636,968,9292,0,40,1362,1,2,0,Pass
1402,1,0,598,96,3103,1,1660,97,1,0,0,Pass
1254,0,0,8524,118,2023,1,459,483,1,0,1,Pass
898,1,0,2259,484,1844,2,1749,466,0,0,1,Pass
205,0,0,3580,339,5151,0,130,1110,1,1,0,Pass
1590,1,1,9654,327,3427,0,480,1917,0,2,1,Pass
1203,0,0,919,452,1711,0,192,1392,0,2,1,Pass
1784,1,0,9504,469,3842,3,1254,491,1,2,0,Pass
1003,0,1,692,853,4794,2,1043,716,0,0,2,Pass
444,0,0,4252,295,4498,0,121,372,0,0,2,Pass
761,1,1,5859,319,3999,2,515,1044,0,2,2,Pass
423,1,1,1746,811,4862,2,1303,86,1,0,0,Pass
1268,1,0,1023,116,7141,2,1137,804,0,2,2,Pass
944,0,0,2078,510,6028,0,500,589,1,1,0,Pass
900,0,0,2428,871,4735,1,760,587,1,2,0,Pass
931,1,1,3196,323,1050,2,1571,426,0,1,2,Pass
1973,1,1,3305,549,4792,3,1166,1818,1,0,0,Pass
1786,1,1,2191,690,9393,3,701,1229,1,0,2,Pass
1954,1,1,4302,775,8295,3,1874,580,1,0,0,Pass
275,1,1,9571,443,4372,0,1526,1275,1,1,0,Pass
555,1,1,9357,927,2411,0,269,573,1,1,2,Pass
813,1,0,8849,288,6048,0,1374,89,0,1,0,Pass
1297,0,0,8467,279,1518,0,532,1611,1,0,2,Pass
1099,1,0,2346,639,1324,2,588,1071,0,2,2,Pass
1765,0,0,6406,565,4596,0,355,1273,1,1,2,Pass
752,0,0,4682,318,4313,1,1107,1703,0,2,2,Pass
397,1,1,6184,570,4379,1,898,1999,0,1,0,Pass
1986,0,1,5988,878,8017,2,143,268,0,2,2,Pass
1440,1,0,4129,167,3547,1,1746,1739,0,1,0,Pass
105,1,1,4315,858,6363,1,1208,189,1,1,1,Pass
1766,0,1,791,391,2406,3,416,1996,1,1,1,Pass
1117,1,1,8581,389,7940,2,1340,1464,0,2,2,Pass
665,0,1,4089,728,8,0,1375,435,1,0,1,Pass
1132,0,0,3160,496,8181,1,1640,1391,0,1,0,Pass
231,1,1,7325,283,9591,2,545,1009,0,1,0,Pass
1553,0,1,1329,402,8898,3,1646,534,0,2,2,Pass
1790,1,0,5192,992,8674,3,1613,1532,1,0,2,Pass
