@relation sheet
@attribute in1 real
@attribute in2 real
@attribute in3 real
@attribute in4 real
@attribute in5 real
@attribute in6 real
@attribute in7 real
@attribute in8 real
@attribute in9 real
@attribute in10 real
@attribute in11 real
@attribute in12 real
@attribute class {Pass,Fail}
@data
1372,1,0,2601,157,4600,3,1315,944,1,0,0,Pass
1248,0,0,9825,148,2135,3,328,1750,0,0,2,Pass
715,0,0,7365,697,7089,2,838,119,0,2,2,Pass
149,0,1,3553,605,3116,3,304,905,0,2,0,Pass
1188,1,1,5136,933,7481,3,1350,1797,1,2,1,Pass
866,1,0,528,116,3584,1,1823,716,0,1,0,Pass
1557,0,0,1836,898,5008,1,1724,479,0,2,2,Pass
1172,0,1,1000,588,3327,0,930,1348,1,1,1,Pass
318,0,0,8741,461,1954,1,1099,107,0,2,2,Pass
511,0,1,5354,466,4385,2,386,248,1,1,0,Pass
1043,0,0,9490,307,81,3,290,499,0,0,2,Pass
1173,1,1,8736,21,5654,3,1026,290,1,2,0,Pass
857,0,0,3732,404,300,3,1238,1296,0,0,2,Pass
1692,1,0,8912,821,2089,3,29,430,1,0,2,Pass
1733,1,0,1044,985,5866,0,555,1695,1,1,1,Pass
1132,1,0,10,389,6447,2,1419,410,0,0,1,Pass
993,0,1,807,654,573,2,1051,1136,1,1,2,Pass
1487,0,1,3943,642,8712,0,1532,1109,1,0,2,Pass
327,0,1,5180,961,5202,2,796,115,0,0,2,Pass
1808,1,1,1387,274,3612,1,602,1073,1,1,0,Pass
676,1,0,5067,418,9102,2,1822,1594,1,1,0,Pass
1150,1,1,1426,766,1581,2,42,417,0,0,1,Pass
1030,0,1,8758,577,7810,0,1240,250,1,2,2,Pass
1463,1,0,1606,97,1402,2,1161,956,1,2,0,Pass
255,1,0,1450,12,9895,1,1680,1434,0,0,1,Pass
701,1,1,566,919,7321,1,610,520,0,2,1,Pass
1121,1,1,1886,599,5168,3,1650,162,1,2,0,Pass
469,1,0,3742,64,3146,2,981,1249,0,2,0,Pass
1777,0,0,1906,738,205,0,1031,1406,1,0,2,Pass
1059,0,1,2996,283,3529,1,944,256,1,0,1,Pass
1317,0,0,5567,15,1909,2,366,842,0,1,2,Pass
1664,0,0,9336,644,7371,2,328,1269,1,1,0,Pass
278,0,1,5372,218,8346,2,1477,1829,1,1,0,Pass
1333,0,0,2,183,8223,0,1327,686,0,2,0,Pass
1695,0,1,5701,744,6519,1,1984,14,0,1,0,Pass
494,1,1,1622,51,2797,2,670,78,1,0,2,Pass
236,0,0,4468,537,3300,3,1438,1514,0,2,0,Pass
1256,1,1,9041,264,2473,1,1739,456,0,0,0,Pass
284,1,0,1899,150,5935,2,1626,1740,1,0,0,Pass
356,1,0,4156,266,7743,0,627,818,0,0,2,Pass
1744,1,0,2870,132,2035,3,278,268,1,0,2,Pass
1730,1,1,6551,693,9894,3,1584,1747,0,1,1,Pass
1739,1,0,9549,352,5683,0,112,322,1,0,2,Pass
295,1,1,5293,231,8400,2,595,1285,0,2,2,Pass
449,1,0,6254,354,5086,0,752,185,1,2,2,Pass
457,1,0,9605,106,2263,3,1432,500,1,1,0,Pass
1737,0,0,6,355,8716,1,1574,1661,1,2,0,Pass
654,1,0,4878,631,9825,0,231,830,1,0,0,Pass
939,0,0,2615,328,8942,0,1439,1805,1,1,0,Pass
513,1,0,5361,253,8235,3,240,674,1,1,1,Pass
915,0,1,801,573,3328,0,1055,650,1,2,2,Pass
1277,1,1,5681,16,2144,2,1101,674,1,0,2,Pass
876,0,0,9372,650,5865,0,439,663,1,2,1,Pass
1968,1,0,668,3,177,0,323,1921,1,2,1,Pass
646,0,1,9051,234,5384,0,1936,1575,0,2,1,Pass
891,1,0,7386,984,7789,0,1536,1318,0,1,1,Pass
1586,0,1,8537,247,6919,1,988,83,0,0,2,Pass
1037,1,1,28,354,4138,2,557,759,0,1,1,Pass
881,1,1,8254,312,4234,3,186,514,1,0,0,Pass
76,0,1,3149,866,1240,3,1019,688,1,0,1,Pass
825,0,0,3769,516,7951,1,1265,1968,0,1,2,Pass
332,0,1,6099,776,1539,1,840,202,0,2,1,Pass
1937,1,0,4054,286,1950,2,1010,1000,1,2,2,Pass
1798,1,1,5645,887,2560,2,986,485,1,0,2,Pass
1632,1,1,4185,79,8009,3,1722,1578,1,2,2,Pass
1859,0,1,9924,754,2413,1,1777,671,0,1,1,Pass
1811,1,1,3119,71,4636,2,460,358,0,1,1,Pass
463,0,1,7037,218,2628,0,1623,571,0,2,0,Pass
308,0,1,1379,853,1517,3,1065,239,1,2,0,Pass
1159,1,1,6916,750,5736,2,66,1244,1,1,0,Pass
1796,1,0,9701,515,5244,0,106,618,1,1,2,Pass
204,1,1,9842,393,1285,0,800,584,1,1,0,Pass
563,1,0,8370,12,2114,3,515,1934,0,1,1,Pass
446,1,1,8518,968,5922,0,1032,566,1,1,2,Pass
499,0,0,5730,342,372,1,481,770,0,0,0,Pass
386,1,0,1421,498,6353,2,1598,992,1,0,1,Pass
586,1,1,8627,593,4959,2,1787,1026,1,0,0,Pass
1310,0,0,253,807,2876,0,1678,1491,1,2,2,Pass
493,1,0,3666,806,2172,1,1539,1979,0,2,0,Pass
728,1,1,7956,754,7401,1,1230,1338,0,2,0,Pass
1414,1,1,3809,737,6029,2,1861,1291,1,1,0,Pass
1595,0,1,8589,664,117,1,207,951,1,0,2,Pass
143,1,0,8017,976,4380,2,1685,1394,1,1,2,Pass
210,1,0,9866,775,5915,0,1852,747,0,1,1,Pass
373,0,0,6696,147,4577,0,660,948,1,1,2,Pass
1100,0,1,3737,913,5484,3,55,602,1,0,2,Pass
647,0,1,90,723,6236,0,490,470,0,1,2,Pass
1287,1,1,9057,23,6631,1,1778,280,0,2,0,Pass
133,0,1,2466,563,9941,0,1451,173,1,1,0,Pass
149,1,0,5605,974,2785,2,898,719,0,0,0,Pass
1474,0,1,4536,10,546,2,468,786,1,0,2,Pass
1387,0,1,7214,454,9052,1,492,1687,1,1,0,Pass
1906,1,1,1084,439,1487,2,1678,1249,1,0,2,Pass
13,0,0,8756,102,6115,2,859,1565,0,2,0,Pass
541,1,0,8920,949,2422,1,1705,182,0,1,1,Pass
1764,0,0,4613,82,4523,0,1062,766,0,0,2,Pass
475,0,1,5777,141,2136,3,577,16,1,2,0,Pass
1017,1,1,9194,590,4210,0,797,1225,1,1,1,Pass
967,0,1,9140,455,6768,2,139,1151,1,2,0,Pass
904,0,0,8615,769,98,1,1546,193,1,2,1,Pass
558,1,0,556,978,5957,1,983,1893,1,2,1,Pass
1982,1,0,6314,235,9326,1,244,409,1,0,1,Pass
1837,1,0,7417,744,8407,1,429,1353,1,1,0,Pass
732,0,0,586,808,4386,3,582,1031,0,2,2,Pass
1542,1,0,8745,84,4800,2,99,1552,0,2,1,Pass
899,1,0,1576,132,773,2,1227,1538,1,2,1,Pass
1836,0,0,3969,604,3555,3,404,595,0,0,2,Pass
294,0,1,2880,93,7353,0,436,532,0,2,0,Pass
1955,0,1,1059,48,6399,2,1385,380,0,1,0,Pass
635,0,0,9191,573,3080,1,1726,58,1,2,0,Pass
1138,0,1,921,873,1435,1,403,170,1,2,2,Pass
283,1,1,4845,886,5943,3,1615,1279,0,1,1,Pass
369,0,1,3510,380,1562,0,413,185,0,1,2,Pass
606,1,0,6924,652,6133,3,233,1733,0,2,2,Pass
668,1,1,1259,357,2663,2,925,1691,1,1,2,Pass
1008,0,1,1189,519,4604,1,1300,749,1,2,1,Pass
1006,1,1,6190,996,1065,2,546,1922,0,1,2,Pass
1647,0,0,2920,407,9917,0,1334,731,0,2,0,Pass
1143,0,1,9555,180,8798,3,1622,788,0,2,0,Pass
315,0,1,4411,990,3447,1,349,275,1,1,1,Pass
696,0,0,5974,991,4370,1,1340,1111,0,2,0,Pass
630,0,0,3216,930,447,3,1394,303,0,1,2,Pass
498,0,1,1117,597,7736,1,625,1315,0,1,2,Pass
1987,1,1,7426,361,4151,0,1783,327,1,2,1,Pass
1836,0,0,4393,51,878,1,1357,228,1,1,2,Pass
823,1,0,360,980,7690,1,168,1896,0,1,0,Pass
1770,1,1,7844,708,348,0,466,789,1,1,1,Pass
587,0,1,8015,222,6269,3,268,1967,0,2,0,Pass
87,0,0,3523,428,3988,2,1530,358,1,1,2,Pass
936,0,0,2194,514,3646,1,1971,779,0,2,0,Pass
1308,0,1,7652,296,3106,3,604,199,1,1,2,Pass
314,1,1,5748,241,4919,1,1560,1327,1,0,2,Pass
1863,1,0,1071,712,1324,3,807,1292,1,2,2,Pass
1278,0,0,6978,410,3578,0,1951,654,1,2,2,Pass
1798,0,1,7432,990,7313,1,867,8,1,2,1,Pass
917,0,1,389,960,1781,3,311,1038,0,0,2,Pass
1690,1,0,3241,325,9708,0,1813,402,1,1,0,Pass
1072,1,0,1805,592,6494,3,296,1302,1,2,2,Pass
117,1,0,4587,427,3649,1,1754,948,1,0,1,Pass
1474,0,1,6949,785,2887,3,1380,1761,1,2,0,Pass
1853,1,0,9069,544,7229,1,218,23,1,2,2,Pass
1537,1,1,5140,371,4154,1,1177,489,1,0,2,Pass
487,1,0,8250,413,6793,3,805,457,1,2,0,Pass
102,0,1,9033,322,6124,1,43,1421,0,1,2,Pass
1293,1,0,3926,702,2806,2,280,887,1,0,2,Pass
1913,0,1,2285,736,8668,1,1085,1052,1,2,1,Pass
617,0,0,5711,785,5633,3,1736,1284,0,0,0,Pass
1158,1,1,6659,559,6611,2,1847,1272,0,0,0,Pass
1400,0,0,5951,726,1199,3,212,1185,0,1,2,Pass
1660,1,0,2745,69,8597,3,1647,932,0,0,2,Pass
1721,0,1,3735,462,3504,3,661,803,0,2,1,Pass
1929,0,0,1895,390,2669,0,1540,439,1,1,1,Pass
1612,1,1,3044,348,6382,2,1311,1202,0,0,1,Pass
1135,1,0,6494,479,6371,3,941,1848,1,2,0,Pass
884,0,0,4684,144,6733,2,1008,596,1,0,2,Pass
1859,0,1,3273,853,4248,1,1309,816,0,2,1,Pass
1686,0,1,4240,471,8588,1,799,1158,1,2,1,Pass
1705,1,1,2638,803,6199,3,1024,1116,0,2,1,Pass
1528,1,0,8010,148,4369,1,1710,1108,0,1,1,Pass
1418,0,0,2940,642,2965,3,637,1225,1,0,1,Pass
1635,0,0,9391,763,9888,1,1879,1453,1,2,1,Pass
1855,0,0,2940,335,7792,2,1188,1686,0,0,2,Pass
274,1,0,2510,441,6099,1,1168,1361,0,2,2,Pass
308,1,0,5827,281,6482,3,305,54,0,0,2,Pass
1185,1,1,5629,326,5185,1,1033,1203,1,1,1,Pass
1047,1,0,5549,224,1613,2,1654,124,1,1,2,Pass
16,0,1,9009,740,8730,3,363,1415,0,1,0,Pass
1351,0,1,4034,144,6319,0,1251,398,0,2,0,Pass
846,1,1,4341,526,983,3,1194,725,1,0,0,Pass
1461,0,1,9540,861,3630,3,896,1907,0,1,0,Pass
1215,1,0,4368,418,9117,3,1987,85,0,1,2,Pass
1926,1,1,797,893,5548,0,1711,630,0,1,2,Pass
775,0,0,4626,216,4138,1,1549,1778,0,2,0,Pass
256,0,1,6516,490,6146,1,1758,1233,0,2,2,Pass
685,0,0,8150,961,3029,0,330,1896,1,2,0,Pass
1369,1,0,8503,118,6327,1,705,1779,0,2,2,Pass
153,0,1,6896,42,4785,2,342,1254,1,2,0,Pass
204,0,1,3584,309,2761,3,1819,651,1,2,1,Pass
1127,1,1,1278,991,4937,0,757,670,0,1,1,Pass
949,0,0,7763,87,6514,0,1685,811,1,0,1,Pass
1794,1,0,4282,424,8419,3,1127,704,0,0,1,Pass
896,1,0,2941,44,6803,0,307,710,0,1,1,Pass
1323,1,1,3125,264,9359,1,614,1203,0,2,2,Pass
1726,0,0,4518,47,4282,2,1077,1027,1,1,2,Pass
1696,1,1,6524,594,3144,2,901,1293,1,1,1,Pass
1985,1,0,3390,92,8382,0,1650,889,0,1,0,Pass
1478,0,0,3958,955,449,3,802,1414,0,0,2,Pass
1452,1,0,9666,218,1008,3,765,1425,0,1,1,Pass
1024,0,1,7714,571,9704,0,980,1930,1,2,1,Pass
596,1,0,8022,818,5019,0,1202,1688,0,2,1,Pass
758,0,0,8188,37,1317,0,1100,1668,0,0,1,Pass
1250,1,0,9211,502,8579,2,8,1131,1,0,2,Pass
1711,1,0,4263,778,1321,3,1093,724,0,2,0,Pass
1839,1,0,7097,84,4697,2,1424,393,1,2,0,Pass
488,0,0,7858,899,9858,1,1478,1835,1,1,0,Pass
39,1,0,5444,538,499,2,1779,213,1,0,1,Pass
1100,0,1,6294,333,6436,0,1646,474,1,1,0,Pass
1912,1,1,5818,488,1382,1,1383,466,0,2,1,Pass
602,1,0,3076,827,5345,1,438,1767,0,0,0,Pass
1712,1,0,3698,449,9247,0,137,342,1,1,2,Pass
1571,1,1,8891,656,3873,0,1841,1129,0,1,0,Pass
547,1,0,3149,258,6916,3,1938,392,0,1,2,Pass
745,0,0,5807,682,4232,2,1342,199,0,2,2,Pass
499,1,1,8087,178,5671,1,1445,1955,0,2,2,Pass
657,0,1,3633,41,197,1,899,1277,0,0,2,Pass
1527,1,0,741,666,2625,2,1165,609,0,1,1,Pass
1091,0,1,3916,502,3168,0,929,1784,1,1,1,Pass
1957,1,0,1399,331,6585,3,226,977,1,1,0,Pass
1286,0,0,9620,573,6858,3,1430,838,1,2,0,Pass
904,0,1,8742,747,4509,0,324,1698,1,0,1,Pass
1637,0,0,8184,365,2175,0,1620,872,1,0,1,Pass
1884,0,0,5318,824,7110,1,1229,1478,1,0,1,Pass
1101,1,1,4352,43,6662,1,382,1296,1,2,1,Pass
1949,1,1,5044,683,5672,3,1937,753,0,1,2,Pass
1197,1,0,1806,483,8766,2,426,1331,0,0,2,Pass
1133,0,0,8215,992,4926,0,784,1240,1,1,1,Pass
1781,0,0,79,896,5745,2,1838,1257,0,2,2,Pass
1691,1,1,2785,881,5872,3,1281,578,0,0,0,Pass
1048,1,1,2586,335,6835,3,982,1544,0,0,0,Pass
205,1,1,2733,895,2095,3,1207,1147,0,0,2,Pass
1803,0,1,6878,688,7570,1,1850,541,0,1,2,Pass
1192,1,0,9905,129,9365,0,783,1037,1,2,0,Pass
500,1,0,6215,502,6438,1,268,1124,0,2,0,Pass
1443,0,0,1533,139,3337,1,574,501,0,1,1,Pass
572,1,1,7176,739,7874,0,838,764,0,1,1,Pass
600,0,0,2233,18,3544,0,1878,1509,0,2,0,Pass
1294,1,1,7377,309,3088,2,127,757,0,1,2,Pass
1907,0,0,1464,659,107,3,129,1469,1,0,1,Pass
1447,1,0,9273,604,934,0,134,386,1,2,1,Pass
1537,0,1,4394,215,7718,1,1874,305,1,1,0,Pass
1796,1,0,1475,490,2470,0,963,856,0,0,2,Pass
835,0,0,4612,290,7670,2,1610,791,1,0,2,Pass
1144,0,0,3835,34,1304,2,1435,1069,0,2,2,Pass
1802,1,0,7529,40,6385,0,1135,1094,0,2,1,Pass
307,1,0,136,826,5649,0,1915,1066,1,0,0,Pass
9,0,0,2884,728,8792,1,581,1833,0,0,0,Pass
173,0,1,8011,730,495,3,1355,681,1,2,2,Pass
758,0,1,7210,433,6375,0,791,634,1,2,1,Pass
1929,1,1,2541,587,5177,3,1067,1785,0,0,2,Pass
378,1,0,5338,608,8738,1,445,1368,1,1,1,Pass
1747,0,0,4851,138,2945,3,344,1830,0,1,0,Pass
237,0,1,3183,481,9464,0,1159,1906,0,1,0,Pass
1540,0,0,6348,195,5476,2,1911,1906,0,0,1,Pass
1804,0,0,6891,554,7826,1,607,474,1,0,1,Pass
1384,0,0,864,983,1527,2,342,1088,1,0,2,Pass
659,1,1,5357,379,4243,3,1258,1108,0,1,0,Pass
784,1,0,4930,38,6794,2,641,1780,1,1,1,Pass
1459,1,1,2107,113,7240,2,1254,933,0,2,1,Pass
362,1,0,7565,510,4952,1,1465,1397,0,0,0,Pass
1022,0,0,150,247,5496,3,843,1508,1,0,1,Pass
1115,1,1,4873,355,9923,3,1037,587,0,1,2,Pass
855,1,1,3595,828,7811,3,1133,1517,0,0,0,Pass
710,1,1,3557,742,9547,2,820,1458,0,0,0,Pass
1011,0,0,4655,882,102,0,342,554,1,0,1,Pass
1667,0,1,1085,503,919,0,719,853,0,0,1,Pass
731,1,1,5969,249,5764,0,1551,329,1,0,1,Pass
1194,0,0,6469,307,152,2,1114,1220,1,1,1,Pass
153,1,1,6186,504,2237,3,759,1161,1,2,0,Pass
1461,0,0,6362,303,2012,0,1371,384,1,0,2,Pass
1735,1,1,2223,828,1562,0,72,1837,1,1,1,Pass
514,0,1,4166,379,3607,0,336,890,0,2,2,Pass
1043,0,1,7308,56,4381,2,1352,1656,0,0,1,Pass
1855,0,0,6331,257,6378,2,659,1368,0,0,2,Pass
526,1,0,8025,60,3891,3,645,1936,0,1,1,Pass
1101,1,1,8166,637,5055,0,1287,1201,0,2,2,Pass
217,0,1,5176,398,6708,2,726,1821,1,0,2,Pass
783,1,0,7516,491,4393,0,859,1933,0,0,2,Pass
1655,0,0,723,901,8640,3,127,167,0,0,2,Pass
264,0,0,9535,76,3303,0,421,790,0,1,1,Pass
94,1,0,3889,426,1443,2,1564,1324,1,1,1,Pass
1121,0,1,5032,457,1248,2,792,986,0,0,1,Pass
1959,1,1,4016,782,9424,3,1443,1447,1,0,1,Pass
145,1,1,6621,711,9991,3,1165,951,0,2,2,Pass
1642,1,0,3610,407,4680,3,581,1243,0,0,2,Pass
659,1,1,9227,970,2423,3,1179,1501,1,1,1,Pass
4,1,1,7059,771,1347,3,1148,855,0,2,2,Pass
1508,0,0,251,98,5911,1,674,593,1,1,2,Pass
177,1,0,9672,268,1508,1,1517,1951,0,1,0,Pass
1363,0,1,6208,586,5061,0,10,981,1,2,1,Pass
323,1,1,7809,747,7320,2,1334,1386,1,2,0,Pass
192,0,0,6869,437,8605,3,535,577,1,0,1,Pass
1417,1,0,7806,174,9574,0,208,719,0,1,0,Pass
1950,0,1,9618,920,4642,2,166,910,1,1,2,Pass
1609,1,0,8620,763,1263,1,1372,1976,0,1,1,Pass
2,1,1,3175,948,5346,3,192,1494,1,2,0,Pass
1576,0,0,1871,258,381,1,88,479,1,2,0,Pass
450,0,0,2190,785,1158,1,197,598,0,1,2,Pass
1053,1,1,4792,239,8390,1,426,68,0,0,2,Pass
1992,1,0,6443,204,8254,0,1440,445,0,2,2,Pass
994,0,0,31,263,2969,0,1122,582,1,2,1,Pass
13,1,1,5566,682,5190,2,1032,795,1,0,0,Pass
1779,0,1,5896,63,8991,0,1451,1990,0,1,2,Pass
1390,1,0,4286,796,3142,2,924,499,1,2,1,Pass
1774,1,0,5681,696,2458,2,1017,344,0,2,2,Pass
1995,1,1,7550,897,4524,2,1461,1130,1,2,1,Pass
577,0,1,513,70,6519,3,1802,306,0,0,1,Pass
883,0,0,6891,976,2324,3,1414,214,1,0,0,Pass
1312,1,1,2793,757,6542,1,1672,1212,1,2,1,Pass
218,1,0,1819,4,5263,3,750,1168,0,1,2,Pass
845,0,1,5221,332,4591,3,996,1918,1,0,0,Pass
500,1,1,973,790,3950,0,1203,1171,0,2,0,Pass
479,1,1,5690,851,4245,2,139,277,1,1,1,Pass
632,0,0,4718,695,9782,0,1046,379,0,1,0,Pass
909,0,1,168,516,8486,0,195,1327,0,1,2,Pass
639,0,1,9489,708,9004,1,804,392,1,2,0,Pass
1600,0,1,5560,774,8064,2,1789,812,1,0,0,Pass
1955,1,0,4948,849,3929,3,850,505,0,2,0,Pass
596,0,1,7662,870,7436,1,1108,1244,0,1,1,Pass
1729,0,1,5456,823,8469,3,1887,1058,0,1,2,Pass
1144,0,1,8118,61,4812,3,1739,1299,0,0,2,Pass
647,1,1,2696,991,8303,0,805,1095,1,0,1,Pass
762,1,1,6041,214,8655,1,673,72,0,0,1,Pass
167,1,0,1048,836,1025,3,1335,223,1,0,0,Pass
109,1,0,3288,117,3547,1,415,818,0,0,0,Pass
818,1,0,8550,590,688,3,1650,1650,1,2,2,Pass
916,1,1,6031,73,1345,0,822,1339,0,1,2,Pass
447,1,1,5891,994,1848,1,1294,412,0,0,2,Pass
1413,0,1,50,19,4987,0,1588,910,0,1,1,Pass
1506,1,1,5993,756,9939,3,1293,952,1,1,0,Pass
903,0,1,9441,710,9791,1,687,1593,1,0,0,Pass
1638,0,1,2028,790,7393,0,1945,1735,0,1,1,Pass
516,1,1,9270,310,748,1,8,1707,1,0,2,Pass
1173,0,0,3276,774,5504,0,1113,1079,0,2,2,Pass
552,0,0,7108,745,1034,3,952,1783,0,1,0,Pass
1147,0,1,5905,596,7748,1,843,1933,1,1,1,Pass
1009,1,1,1384,402,3357,0,532,768,0,0,1,Pass
631,0,0,3948,594,4013,1,778,1692,1,0,0,Pass
589,1,1,7883,737,7105,3,1898,1420,0,0,2,Pass
666,0,0,283,811,9607,0,1736,827,0,2,1,Pass
608,0,1,7900,605,5038,3,84,915,1,0,0,Pass
774,0,1,1764,502,8820,0,899,1092,0,1,0,Pass
908,1,1,8329,755,4660,1,1731,685,1,1,2,Pass
1553,0,1,3574,793,1395,3,1138,513,1,1,1,Pass
1128,1,0,5670,492,206,2,1221,984,0,2,0,Pass
17,0,1,1214,462,5739,0,872,509,0,0,2,Pass
1083,1,1,7586,139,4658,1,542,448,1,0,0,Pass
126,0,1,5215,866,4463,0,430,1113,0,1,2,Pass
1694,1,1,1768,13,9469,3,1008,805,1,2,2,Pass
707,0,0,1095,137,5402,3,1532,421,1,2,2,Pass
334,1,1,6170,489,8618,0,566,953,1,2,1,Pass
285,1,0,9776,524,6546,3,1008,1059,1,0,1,Pass
343,0,0,9879,46,9195,0,1747,128,1,0,1,Pass
315,0,0,2283,36,9191,3,1779,713,1,1,0,Pass
603,1,0,7700,113,1341,3,1094,1423,1,0,2,Pass
621,1,1,9461,556,5940,0,537,908,1,2,0,Pass
537,0,1,5957,948,7206,1,1048,1806,0,1,1,Pass
1863,1,1,164,236,9100,3,1104,1894,0,0,1,Pass
471,0,0,7924,416,1145,1,1339,918,1,2,1,Pass
1324,1,1,1385,345,6973,2,31,1857,0,1,2,Pass
1178,0,0,9543,797,3199,3,1611,916,0,1,0,Pass
195,0,1,5278,903,303,2,407,59,1,1,1,Pass
1513,0,1,1597,805,2990,0,367,661,0,0,0,Pass
133,0,1,9096,16,5427,0,1492,272,1,0,2,Pass
1422,0,1,7615,253,9909,3,520,1705,1,0,1,Pass
365,0,1,5509,554,5911,3,508,627,0,0,0,Pass
1237,0,0,2594,629,1004,1,303,1617,1,0,2,Pass
136,0,0,6686,197,7136,1,141,1654,1,2,2,Pass
844,0,1,8242,955,5319,3,105,673,0,2,0,Pass
1620,1,1,3444,715,9933,2,209,574,0,1,1,Pass
34,0,0,8951,580,1250,2,197,1023,1,2,0,Pass
65,1,0,8661,215,1977,2,443,1681,0,2,2,Pass
393,1,1,8146,140,3077,0,363,947,1,0,2,Pass
371,1,0,4759,456,8903,1,1258,1385,1,0,1,Pass
452,1,0,9648,954,256,3,349,69,1,2,1,Pass
1902,0,0,2794,572,1158,1,836,159,0,0,1,Pass
1242,1,1,8804,654,1214,3,217,1939,0,0,0,Pass
409,0,1,6025,797,734,3,1179,768,1,2,0,Pass
49,0,1,1375,643,6676,0,1731,345,0,0,2,Pass
589,0,0,5656,952,6304,0,315,379,0,0,2,Pass
677,0,0,9723,501,50,3,974,327,0,1,2,Pass
1460,0,0,4902,937,6024,0,1032,2,1,1,2,Pass
671,1,1,5002,52,5887,2,1506,751,1,1,0,Pass
1291,0,0,8938,737,6397,3,1586,742,0,1,0,Pass
175,0,1,6154,624,7552,0,358,437,0,1,2,Pass
16,1,0,8472,601,7614,0,1475,988,0,0,0,Pass
979,0,1,2354,916,609,0,86,894,1,1,2,Pass
1925,1,1,2556,493,5765,3,1566,955,0,2,2,Pass
62,0,1,3604,548,3912,1,1724,82,0,0,1,Pass
1756,0,0,861,922,6134,1,497,1275,1,1,0,Pass
1395,1,0,524,968,936,3,410,1530,0,0,1,Pass
1609,0,1,7290,473,5312,3,898,1608,1,2,2,Pass
72,1,0,8222,335,26,2,669,1315,0,0,0,Pass
580,0,1,4878,450,4825,0,1060,797,1,2,0,Pass
1508,0,0,731,101,1156,3,1066,42,1,1,0,Pass
1509,1,1,1006,306,6724,1,1234,667,0,1,2,Pass
1441,1,1,4539,126,9812,3,18,687,1,2,1,Pass
694,0,1,4441,767,1437,1,1265,1024,1,0,1,Pass
1403,1,0,5106,720,3524,0,705,1907,0,1,1,Pass
1285,0,1,469,863,4634,2,1761,225,1,1,2,Pass
144,1,0,9454,550,7351,0,681,859,0,2,2,Pass
257,0,0,9735,877,4763,3,1450,1265,1,1,2,Pass
1375,1,0,1334,464,3353,0,602,443,1,0,0,Pass
1321,1,1,826,748,5193,1,610,632,0,2,2,Pass
1786,0,0,3323,573,6130,3,1740,107,0,0,0,Pass
1520,1,0,6277,923,6505,1,788,510,0,2,0,Pass
1300,1,1,4793,762,5522,0,1826,86,0,0,1,Pass
1020,1,1,4840,544,1081,0,569,1053,0,0,0,Pass
180,1,0,6837,992,1316,0,1207,822,0,2,0,Pass
1011,0,1,4622,149,2448,2,1602,227,0,1,2,Pass
560,1,1,7263,923,2621,1,259,1418,0,1,1,Pass
1933,1,0,1195,831,8384,0,906,1758,1,0,0,Pass
1236,0,1,32,686,3357,1,1014,1217,0,0,2,Pass
1317,1,0,2622,682,6278,2,967,191,0,2,0,Pass
185,0,1,6364,64,7099,1,1305,1278,1,1,1,Pass
1080,0,1,8591,119,711,2,1608,408,1,0,1,Pass
1775,1,0,6767,955,1868,1,163,1074,1,1,1,Pass
549,1,0,1520,615,8195,3,1894,1983,0,1,0,Pass
1700,1,0,9314,616,9691,2,1345,437,0,0,2,Pass
13,1,1,3006,654,69,0,262,1609,1,1,1,Pass
843,0,1,4470,45,7233,3,1227,1918,0,1,1,Pass
1937,0,0,3376,913,6191,2,1108,672,1,0,0,Pass
647,0,1,6198,72,1037,0,52,23,0,1,1,Pass
1271,1,1,5733,513,9297,2,888,1214,0,0,0,Pass
1662,1,1,9032,434,6363,2,40,1787,0,2,2,Pass
1317,1,1,5513,942,434,0,500,1489,0,2,1,Pass
1783,0,0,9772,197,8704,3,847,1224,1,2,1,Pass
773,1,0,687,861,2387,1,978,597,0,2,2,Pass
1852,0,0,7289,790,4186,2,904,478,1,2,1,Pass
944,1,1,5894,284,3986,0,1545,46,0,2,0,Pass
826,1,1,4485,228,6579,3,1965,446,1,0,0,Pass
932,0,1,4759,713,1875,3,1319,1132,0,0,1,Pass
716,1,1,8797,432,3982,1,20,1708,0,2,2,Pass
110,0,1,4244,655,3063,3,903,405,0,0,0,Pass
1780,0,1,1575,484,3255,2,330,654,0,0,0,Pass
1297,1,0,5193,113,7688,1,203,991,1,0,1,Pass
1155,1,1,9270,949,8197,3,600,1804,0,2,2,Pass
270,0,0,9102,478,2697,0,1713,1123,1,0,1,Pass
1741,0,0,6597,890,2090,3,177,991,0,1,2,Pass
314,1,1,7809,932,6009,3,640,684,0,0,1,Pass
118,1,1,296,923,6064,1,544,450,0,1,1,Pass
1436,1,0,1230,29,7552,2,858,1639,1,2,0,Pass
968,1,1,7265,19,1964,2,893,52,0,2,0,Pass
1981,1,1,8233,286,6814,3,1083,1953,0,0,1,Pass
1819,0,1,3032,31,8334,2,1944,4,1,2,2,Pass
183,1,0,6081,843,8162,2,1368,12,1,0,1,Pass
1692,1,0,2384,997,6317,1,1163,1813,1,2,2,Pass
695,1,1,1790,269,1535,0,1855,1467,0,0,0,Pass
1080,1,1,3127,494,6078,3,315,1096,1,0,2,Pass
1867,0,0,5923,637,6871,3,748,562,1,0,2,Pass
14,1,1,1541,853,5516,0,501,565,0,1,1,Pass
1093,0,1,5899,335,8499,1,1728,456,1,1,2,Pass
1793,1,1,7498,758,288,0,644,1876,0,1,0,Pass
