@relation sheet
@attribute in1 real
@attribute in2 real
@attribute in3 real
@attribute in4 real
@attribute in5 real
@attribute in6 real
@attribute in7 real
@attribute in8 real
@attribute in9 real
@attribute in10 real
@attribute in11 real
@attribute in12 real
@attribute class {Pass,Fail}
@data
1875,0,1,4636,821,4289,0,113,77,1,0,0,Pass
1085,1,0,4797,994,481,0,1263,1682,1,1,1,Pass
1419,1,1,5948,518,2205,0,226,1870,1,1,0,Pass
1929,1,1,6906,978,2280,1,1850,40,0,2,1,Pass
478,1,1,5968,888,212,2,1117,791,0,1,0,Pass
113,1,0,7778,736,322,1,1632,1109,1,0,0,Pass
433,0,1,2554,480,5519,1,1518,650,1,1,2,Pass
1111,0,1,3914,326,1890,3,989,699,0,2,0,Pass
1091,0,1,1441,677,2698,3,1765,1254,0,1,2,Pass
985,0,0,918,881,2765,2,1571,1269,1,0,0,Pass
1695,1,1,5562,480,6611,1,260,1716,1,0,0,Pass
1309,0,1,8814,767,7482,2,1813,775,1,1,1,Pass
600,1,0,1341,884,540,2,974,228,0,1,0,Pass
132,1,0,3741,326,628,1,438,977,0,0,2,Pass
30,0,1,455,406,7973,0,1130,1555,0,2,2,Pass
1722,1,0,5214,746,8163,3,1855,956,1,2,1,Pass
198,0,0,8915,262,9556,2,399,1319,0,1,0,Pass
1235,0,0,3854,966,4407,1,1991,1466,0,2,2,Pass
1268,0,1,5360,651,6526,2,118,1536,1,2,2,Pass
622,1,0,3405,39,2430,1,42,25,0,2,2,Pass
740,0,1,975,640,5563,3,220,1815,0,1,0,Pass
1076,1,0,2590,871,4330,3,1603,655,1,1,0,Pass
58,0,0,1699,492,6455,3,110,97,1,2,2,Pass
1225,0,0,4082,151,4173,1,1395,1581,0,1,2,Pass
376,1,0,7375,644,6588,3,827,716,1,0,0,Pass
1752,0,1,8850,91,4557,2,1560,623,1,2,1,Pass
1800,1,0,5548,370,2825,2,1686,1039,0,0,0,Pass
985,0,0,7667,256,1792,1,582,537,0,2,1,Pass
236,0,0,2321,272,9038,2,242,765,0,2,2,Pass
141,0,1,6735,623,4353,3,1795,1498,1,0,2,Pass
691,1,0,7753,779,2910,0,1637,1856,1,1,1,Pass
655,1,1,2020,170,4650,2,691,251,1,1,0,Pass
1381,0,0,5746,131,8221,1,774,977,1,0,0,Pass
851,0,0,2621,965,7640,2,193,1791,0,0,2,Pass
1605,0,0,3209,257,5392,2,1408,1437,1,1,2,Pass
1977,1,0,3339,325,588,3,662,932,0,0,2,Pass
669,0,1,2255,7,8240,0,1517,384,0,2,0,Pass
1146,1,1,4495,146,133,1,1888,847,1,2,0,Pass
532,1,1,2007,681,2536,3,620,876,0,0,1,Pass
56,1,1,5645,871,4199,0,1692,674,1,1,1,Pass
313,0,0,1334,513,1475,2,460,737,0,0,0,Pass
928,1,1,8220,600,5671,1,1389,887,0,2,2,Pass
312,0,0,7154,205,9215,3,415,86,1,1,2,Pass
1099,1,0,6561,497,8717,2,20,885,0,0,1,Pass
1075,1,0,4501,817,3678,1,1721,477,0,1,2,Pass
1303,0,1,8312,764,9953,0,423,377,1,0,2,Pass
1048,1,0,5512,506,6528,3,526,1777,1,0,1,Pass
1521,1,0,3772,122,9503,0,891,1420,1,2,1,Pass
176,0,1,2217,87,6586,3,424,1882,0,0,2,Pass
1436,0,1,4874,904,2389,0,106,610,1,1,2,Pass
909,0,1,933,209,2995,0,896,966,0,1,2,Pass
1401,1,1,9810,698,9104,0,254,856,0,0,0,Pass
858,0,1,8879,323,5106,3,449,480,0,0,0,Pass
1649,0,0,823,969,3395,3,500,1412,1,1,1,Pass
781,0,0,7272,449,5618,3,1544,1627,1,1,1,Pass
1973,0,1,9626,711,2736,3,1050,1671,0,1,2,Pass
390,1,1,9717,355,6415,0,567,806,1,0,0,Pass
1331,1,1,9220,632,2269,0,1282,749,1,2,2,Pass
1360,1,1,4877,601,199,1,414,1545,0,2,0,Pass
1618,1,0,522,666,5313,3,1518,1802,0,1,0,Pass
1981,0,0,7849,160,7994,2,129,1637,1,1,2,Pass
515,0,1,5735,685,437,2,179,541,0,0,2,Pass
669,0,0,1715,650,5019,0,6,566,0,1,0,Pass
1408,0,0,1430,74,8676,2,551,1103,0,1,1,Pass
1687,1,0,7144,832,1053,3,1892,162,1,2,0,Pass
688,1,0,2325,678,4204,3,3,243,1,2,1,Pass
188,0,1,5494,530,1687,0,342,1946,0,2,1,Pass
592,1,1,7540,591,1963,3,1010,1430,1,1,2,Pass
874,1,0,3807,972,6289,3,486,855,0,0,1,Pass
905,1,1,4660,955,2564,0,896,1487,1,0,0,Pass
1861,0,1,8949,66,7446,0,1971,893,1,0,0,Pass
1007,1,0,7306,599,9384,1,1613,687,1,0,2,Pass
1198,0,1,4844,3,4048,0,60,203,0,1,1,Pass
1567,0,0,2698,293,1806,0,1016,817,0,1,2,Pass
351,0,0,9180,712,5376,2,483,151,1,0,2,Pass
783,1,1,605,627,4492,0,468,1033,1,1,1,Pass
427,1,0,2861,868,228,2,140,1956,1,2,0,Pass
1024,0,0,8075,657,2155,3,1271,1991,0,2,2,Pass
1233,0,0,1258,292,3087,2,1723,334,1,1,2,Pass
1518,0,1,5842,850,9064,0,727,579,1,1,0,Pass
1689,1,1,2591,231,4645,1,1754,235,1,2,0,Pass
860,1,0,7790,832,4734,2,1772,1297,0,2,0,Pass
948,0,1,7051,742,9228,3,1698,1386,1,0,1,Pass
1963,1,0,3072,243,5486,2,1090,382,1,1,2,Pass
174,1,0,7599,851,1262,2,110,1543,0,1,1,Pass
3,0,1,216,57,7656,0,1285,352,0,1,0,Pass
797,0,0,8733,373,1042,2,892,1395,0,2,2,Pass
1511,1,0,8155,166,3647,3,1491,1624,0,0,1,Pass
1922,1,1,2747,144,6231,1,1099,159,0,1,2,Pass
1332,0,0,7838,733,4890,0,829,226,0,0,1,Pass
166,0,1,447,904,8586,3,1646,721,0,0,1,Pass
1985,0,0,9561,283,7534,2,1463,1921,0,0,0,Pass
685,0,0,7969,126,8507,0,808,379,1,0,2,Pass
1487,1,1,4454,217,7029,1,1492,518,0,2,1,Pass
1653,0,0,3036,151,8908,1,1423,442,0,1,2,Pass
505,0,0,4784,849,5163,1,1771,889,1,1,0,Pass
583,1,1,766,163,4450,1,187,1763,0,2,0,Pass
995,0,1,1030,62,9036,1,1878,317,0,1,2,Pass
659,0,1,7428,595,7763,3,1604,438,0,1,0,Pass
685,1,0,2246,799,3592,2,686,303,0,1,2,Pass
150,0,1,8575,208,8535,2,1287,1277,1,1,2,Pass
1951,0,1,8274,475,3343,2,257,1894,1,2,1,Pass
1461,0,1,2050,849,3704,2,1426,1805,1,0,2,Pass
1949,1,0,446,69,8934,0,1149,1523,1,0,0,Pass
1330,1,0,115,628,9634,0,1060,1859,0,0,0,Pass
676,0,1,6289,712,5345,1,1027,1216,0,0,0,Pass
965,0,1,2902,426,1397,1,1104,150,1,2,0,Pass
617,0,1,2064,419,4807,2,981,1107,1,0,0,Pass
1395,0,1,4085,614,1406,1,1511,1786,0,0,1,Pass
400,0,1,5767,244,3106,2,1545,43,1,1,1,Pass
585,0,0,8076,349,1762,3,977,1017,0,2,0,Pass
145,1,0,6321,295,8397,3,580,1345,0,1,2,Pass
240,1,1,4533,461,5380,1,517,122,1,0,0,Pass
1811,1,1,2923,407,6501,2,1120,583,0,0,1,Pass
1849,0,0,433,649,4651,1,1276,621,0,1,2,Pass
932,0,0,8582,18,329,1,1943,442,1,1,2,Pass
513,1,1,2816,226,8973,3,1811,316,1,0,1,Pass
1628,0,0,8914,72,2266,2,38,114,1,1,2,Pass
941,1,1,9748,543,1975,2,1143,1082,1,1,0,Pass
672,1,0,2900,755,9100,2,572,703,0,1,0,Pass
1549,0,0,9314,156,8611,0,600,774,0,2,1,Pass
60,0,0,3425,295,9299,0,953,157,1,0,1,Pass
907,1,1,9569,613,4929,0,279,807,0,2,2,Pass
1015,1,0,6657,986,7400,1,416,303,0,2,1,Pass
1692,1,0,8426,371,1311,2,440,496,0,1,2,Pass
626,1,1,9214,419,9554,1,805,806,1,1,0,Pass
1964,1,1,199,203,6930,1,865,220,0,0,2,Pass
1095,0,0,1316,45,2894,1,160,1418,0,1,0,Pass
1781,0,0,4373,349,3084,3,1913,722,0,0,2,Pass
108,1,1,3951,524,3640,0,1418,1470,1,0,1,Pass
1159,1,0,3090,241,8803,1,939,1312,1,2,1,Pass
1280,0,1,2576,493,608,0,363,591,0,0,1,Pass
1408,0,1,9792,451,3665,3,1361,1202,1,1,0,Pass
300,1,1,5144,409,2775,3,883,1763,1,2,1,Pass
1540,0,1,9761,150,2943,0,810,1483,1,1,2,Pass
481,0,0,6172,257,9680,3,526,1933,0,0,1,Pass
1476,0,1,2697,475,8969,2,37,729,0,2,0,Pass
511,1,1,7952,938,3424,0,1118,998,0,0,2,Pass
1785,1,0,8832,138,7870,0,949,1412,0,2,1,Pass
1483,1,0,6989,305,3311,3,1174,1109,1,0,0,Pass
601,1,0,8174,38,1390,3,363,1150,1,0,0,Pass
710,1,1,8332,182,4453,2,1882,694,0,2,2,Pass
511,0,0,8686,708,7034,1,31,1475,0,0,2,Pass
1435,1,1,8616,955,1102,1,113,373,1,2,2,Pass
1893,1,0,7068,202,8584,1,1112,456,1,2,0,Pass
432,0,1,3841,757,6839,0,1043,1427,1,1,1,Pass
493,1,1,4136,771,7805,0,1648,1791,1,2,0,Pass
1010,0,1,2852,240,7264,3,1148,349,1,2,2,Pass
434,1,0,5137,488,946,2,370,0,0,2,0,Pass
908,0,0,8261,334,296,3,1800,1787,1,0,1,Pass
619,1,1,7930,287,9152,0,1003,367,1,2,1,Pass
576,1,1,6326,487,7204,2,149,1693,0,0,2,Pass
22,0,1,3913,55,7252,2,1709,876,1,2,2,Pass
1851,1,1,2285,544,3145,1,1060,126,0,1,0,Pass
1567,1,0,7572,280,2828,0,280,956,0,2,0,Pass
1524,1,0,4642,935,9022,0,585,1316,0,1,1,Pass
1929,1,1,4243,414,8889,3,704,1203,0,1,2,Pass
875,1,1,3807,252,5260,2,679,796,0,2,1,Pass
1090,0,0,7250,669,6876,2,651,1373,1,0,2,Pass
604,1,1,1151,217,5982,2,1558,33,0,0,0,Pass
786,0,1,7196,757,314,1,1633,1503,1,1,0,Pass
1997,1,1,6465,881,9665,3,1581,917,0,2,2,Pass
1307,0,1,3425,606,6072,2,378,553,0,2,0,Pass
858,1,1,8099,795,3606,2,777,245,1,2,0,Pass
1176,0,0,2561,852,559,0,1796,533,0,2,0,Pass
1359,0,0,1543,838,5132,2,181,1319,0,0,1,Pass
881,0,0,6896,634,3482,0,571,1031,1,1,0,Pass
1404,1,0,4497,908,4951,3,736,574,1,1,0,Pass
164,1,0,7681,233,8100,3,415,1470,1,0,1,Pass
1617,1,1,2088,546,1757,1,939,931,0,0,1,Pass
1852,0,1,8731,409,764,2,322,1408,1,1,1,Pass
578,1,1,6658,350,5748,0,1880,1900,1,0,1,Pass
1837,1,1,5000,764,7585,0,776,113,1,0,1,Pass
162,0,0,8984,822,8421,2,300,552,1,1,1,Pass
1220,1,1,1089,249,7543,2,294,379,1,0,0,Pass
364,1,1,8472,142,4796,1,847,943,1,2,1,Pass
1738,1,1,4932,398,6928,1,628,1541,1,0,1,Pass
1587,0,0,2127,353,7447,2,1688,869,1,1,1,Pass
640,1,0,9551,139,1092,0,379,1535,1,2,2,Pass
1144,1,0,5579,517,5011,3,578,470,1,1,1,Pass
1106,1,1,6690,356,8858,3,1928,1906,0,1,2,Pass
930,1,1,1088,473,5651,0,698,1066,1,2,0,Pass
631,1,1,8737,30,7773,0,120,1747,1,1,1,Pass
1974,1,1,4896,305,6793,0,207,1425,0,0,1,Pass
1198,0,0,6577,480,2649,2,1947,784,1,2,0,Pass
1824,0,1,369,432,5051,0,1217,598,0,0,2,Pass
945,0,0,9799,722,8220,3,1218,1808,0,0,1,Pass
1079,0,0,5723,683,5536,3,1923,95,1,1,0,Pass
1316,0,0,7261,904,199,1,977,1413,0,0,0,Pass
603,0,0,6152,900,722,0,586,1593,1,0,1,Pass
726,1,0,9581,870,6715,3,622,796,1,1,2,Pass
1720,1,0,6435,83,9482,1,1372,959,1,2,1,Pass
1821,0,0,1124,540,7516,2,625,1131,0,2,1,Pass
1603,0,1,6171,228,6407,0,226,1443,0,2,2,Pass
1116,0,0,3776,218,9761,3,546,1248,0,2,2,Pass
107,0,1,3950,974,4248,3,23,881,1,0,0,Pass
879,0,1,9507,971,6674,1,1631,1399,0,2,2,Pass
792,1,0,4030,385,6973,2,55,66,0,0,2,Pass
1532,1,0,287,260,3178,1,308,1714,1,1,1,Pass
878,1,1,8176,574,4778,1,722,1461,0,2,1,Pass
963,1,0,8041,829,1364,3,1121,1649,1,2,0,Pass
409,1,0,600,593,373,0,439,1686,1,1,1,Pass
1134,0,1,6791,262,2638,1,632,1739,0,1,0,Pass
1472,1,0,2223,881,7460,1,1258,1610,0,1,2,Pass
880,1,1,4546,625,1721,1,909,1490,0,1,1,Pass
885,1,1,9278,325,8017,3,431,960,0,1,0,Pass
775,1,1,1509,397,2712,0,1141,1058,0,1,1,Pass
1251,0,0,6977,743,9559,2,1693,176,1,1,0,Pass
220,1,0,4220,744,8941,2,552,1648,0,2,0,Pass
77,0,0,1205,235,6418,3,1500,1598,1,0,1,Pass
561,0,1,8534,378,96,3,543,1533,0,1,2,Pass
451,1,0,1707,719,4883,0,584,1094,0,0,2,Pass
1824,0,0,7716,743,808,2,1671,1331,1,1,1,Pass
1183,0,0,6611,252,570,1,1709,1599,0,2,2,Pass
1746,1,1,5705,748,4128,1,797,869,0,1,1,Pass
947,1,0,8434,370,3035,0,1913,1643,1,0,0,Pass
1444,0,0,8521,448,8723,0,1425,1490,0,0,2,Pass
171,1,0,8989,678,3066,1,30,261,0,1,2,Pass
1234,0,1,4555,771,5057,3,324,1362,0,1,1,Pass
640,1,1,6253,214,5664,2,1773,1536,1,1,0,Pass
158,0,0,8135,312,7305,2,394,310,1,1,2,Pass
1,0,0,9418,994,2052,3,1613,1468,0,2,0,Pass
1592,0,0,2281,166,4862,1,905,570,1,2,1,Pass
554,1,0,2448,811,8787,3,578,403,0,0,0,Pass
295,1,0,1756,329,5171,3,1305,1301,1,2,0,Pass
304,0,1,3069,166,4665,3,807,1095,1,1,0,Pass
173,1,1,4128,44,7503,3,595,518,1,2,1,Pass
1266,0,1,8305,440,5606,0,1445,1476,0,0,1,Pass
1061,0,1,1014,177,8314,3,1090,375,0,0,0,Pass
808,0,0,7870,794,6539,2,1498,131,0,2,2,Pass
918,0,0,3615,685,3342,0,1781,476,0,2,0,Pass
822,0,0,5703,726,698,0,1380,1315,0,2,1,Pass
1297,1,1,2177,648,7064,1,1819,563,0,0,0,Pass
1336,0,1,369,375,9242,1,356,1184,1,0,0,Pass
397,1,1,5283,585,1845,2,1863,1300,0,0,2,Pass
149,1,1,6901,11,3602,3,573,383,1,0,2,Pass
1121,1,1,6204,893,6470,0,1418,834,1,0,0,Pass
31,0,0,5628,994,5482,0,818,751,1,0,0,Pass
729,1,1,8281,576,4781,2,1500,1367,1,1,2,Pass
1808,0,1,8034,559,1790,0,1900,968,1,2,2,Pass
1261,0,0,9924,552,3742,0,596,1481,0,1,1,Pass
1629,1,1,5700,532,1163,2,1362,1533,0,2,1,Pass
1264,0,0,1758,47,6560,3,540,138,1,1,1,Pass
1686,1,0,5251,617,8288,3,239,716,1,1,2,Pass
1997,1,0,2215,40,1577,2,1999,1538,0,1,2,Pass
546,1,0,8719,189,7726,1,1488,684,1,0,0,Pass
1979,0,0,2449,552,3030,1,59,1350,1,0,2,Pass
1654,1,1,9357,577,3177,3,804,1996,1,0,1,Pass
681,0,0,6034,342,7554,2,320,1236,1,0,0,Pass
1021,0,0,1347,883,4870,1,1243,778,1,1,1,Pass
1185,1,1,4287,322,986,1,1263,1555,0,1,1,Pass
256,0,0,2439,351,5803,0,1112,1752,0,2,1,Pass
551,0,1,4818,927,112,2,620,165,0,0,0,Pass
430,1,1,9492,598,6051,3,704,502,0,2,2,Pass
953,1,0,4021,59,2213,1,1277,887,0,0,2,Pass
1283,0,0,4261,538,1592,2,553,1902,1,1,0,Pass
783,1,0,533,397,7726,1,1994,1662,1,2,2,Pass
1604,1,0,2569,22,599,3,860,881,0,1,0,Pass
907,1,0,8401,188,8161,0,1451,682,1,0,1,Pass
1583,0,1,2686,497,481,0,580,1822,1,2,1,Pass
201,1,1,9112,102,9014,0,1886,709,0,2,1,Pass
1262,1,1,6390,450,9365,1,126,314,0,2,0,Pass
767,1,1,2111,309,4423,1,735,1572,1,0,1,Pass
500,0,0,1494,92,9607,3,504,1607,0,1,0,Pass
669,0,1,9562,113,3153,1,270,516,0,1,2,Pass
925,1,1,1666,114,4012,3,914,1344,1,2,1,Pass
492,1,0,2095,884,8337,2,1934,1212,1,2,1,Pass
464,1,0,6963,859,284,0,896,314,1,2,1,Pass
33,1,0,8071,735,6535,0,816,1840,0,0,0,Pass
1823,0,0,9618,38,5199,3,454,996,0,0,1,Pass
1993,0,1,3853,145,4487,3,156,506,0,0,0,Pass
836,0,1,5835,413,8065,0,587,390,0,0,0,Pass
1533,1,0,4285,687,4964,3,57,514,1,2,0,Pass
596,0,1,1611,36,7791,1,1287,1987,0,2,1,Pass
958,0,0,8951,43,3124,1,513,486,0,1,2,Pass
223,0,1,8659,985,5177,2,630,89,1,0,0,Pass
905,1,1,6426,872,1024,3,1535,816,0,2,1,Pass
396,1,1,7220,380,3134,1,612,1662,1,1,2,Pass
355,1,1,3850,851,8097,3,1121,645,0,2,0,Pass
736,0,1,3921,783,4052,1,79,84,1,1,0,Pass
844,0,1,715,962,8709,0,1991,1267,0,1,1,Pass
22,0,0,5536,102,7981,2,1033,1189,1,2,0,Pass
94,1,0,3940,31,6680,3,194,482,1,1,2,Pass
166,0,1,4169,687,243,1,1140,1654,0,1,0,Pass
1310,1,0,3613,309,2988,3,1911,210,0,0,2,Pass
1521,1,1,7990,617,414,2,900,743,0,2,0,Pass
248,1,1,6354,248,4178,0,634,1330,1,1,0,Pass
546,0,0,2323,887,3642,1,129,367,1,0,0,Pass
550,0,0,382,943,2798,1,739,1333,1,1,1,Pass
478,1,0,6604,21,6882,1,2,1874,1,0,2,Pass
1768,0,0,4689,292,4808,1,1405,541,1,1,2,Pass
659,0,0,4834,328,2552,3,452,814,1,1,2,Pass
1052,1,0,6780,577,8871,0,1746,195,0,2,1,Pass
651,1,0,215,9,4027,0,178,1544,1,0,2,Pass
1686,0,1,7392,675,4388,2,610,331,1,1,2,Pass
1737,1,0,7950,65,3968,0,907,18,1,0,2,Pass
1591,0,0,8276,145,3854,0,42,1395,0,0,2,Pass
425,0,0,3868,373,2570,2,1712,1783,1,2,1,Pass
809,1,1,9084,916,160,1,877,1987,1,1,1,Pass
1730,1,1,3930,778,7490,2,643,316,1,2,0,Pass
799,1,1,9075,264,9869,2,1647,1741,1,0,0,Pass
550,1,1,881,904,7553,0,1370,1295,0,1,1,Pass
1064,1,0,6914,912,389,1,517,652,1,1,1,Pass
1679,0,1,7869,489,3585,0,1099,1146,0,1,1,Pass
683,0,1,5271,20,1838,0,343,1096,0,1,2,Pass
1058,0,0,267,426,385,0,1966,1247,1,2,1,Pass
1387,1,1,5488,998,9949,1,767,127,1,0,2,Pass
1870,1,0,284,239,9662,2,750,380,1,1,0,Pass
1331,1,0,9886,846,9755,1,248,1869,0,0,2,Pass
652,0,1,721,426,2715,2,1928,1032,1,2,2,Pass
889,1,0,8995,100,6481,2,1104,979,0,0,2,Pass
1360,0,0,509,379,7691,0,843,1858,1,2,0,Pass
462,0,1,8772,333,2220,1,1287,1585,0,0,0,Pass
149,1,1,8374,127,4562,3,1543,903,1,2,0,Pass
1562,1,1,2137,715,7866,3,542,1567,0,0,1,Pass
851,1,0,3429,213,7720,0,223,523,1,0,2,Pass
1955,1,0,7657,633,4091,2,1289,622,0,1,1,Pass
875,1,0,6082,778,8534,3,280,1437,0,0,0,Pass
1910,0,1,7599,722,946,1,1406,635,0,1,0,Pass
1848,1,1,57,547,8936,2,1369,1191,0,1,1,Pass
1067,1,1,8664,496,6979,1,917,187,1,2,1,Pass
1183,1,0,4760,266,6554,0,1113,1850,0,1,1,Pass
1796,1,1,5507,577,4051,1,759,542,0,0,2,Pass
1790,0,0,1728,110,8476,0,756,1908,1,2,1,Pass
397,0,0,7232,738,6572,1,127,94,0,1,2,Pass
1567,1,1,4864,806,5054,2,1703,1517,0,1,2,Pass
684,1,1,3106,815,5350,0,1660,1840,0,2,1,Pass
500,1,0,7518,37,9317,3,191,724,0,1,1,Pass
752,0,0,653,151,3455,3,686,432,1,2,1,Pass
1259,1,0,5630,734,2549,1,1967,916,0,1,2,Pass
1268,1,1,6906,452,7381,0,1845,103,0,2,0,Pass
1226,0,0,5561,519,8469,1,1816,404,1,0,0,Pass
1132,1,1,2735,935,1463,3,198,1656,0,0,0,Pass
19,0,0,7400,745,1023,2,1343,641,0,0,0,Pass
1541,0,0,6152,774,8200,2,1494,477,0,2,1,Pass
511,1,0,8743,92,4142,0,539,213,0,1,1,Pass
151,0,1,4929,128,8525,2,1629,1741,0,1,1,Pass
1814,1,0,260,494,8494,0,1700,1794,1,0,0,Pass
294,0,0,2634,30,3099,0,1237,552,0,1,0,Pass
1156,0,1,2797,956,1168,0,438,758,0,1,0,Pass
1435,1,1,3906,195,2106,0,921,871,1,2,2,Pass
179,0,1,2342,654,8980,3,1037,375,1,0,0,Pass
814,1,0,6829,684,6437,3,503,1567,1,0,1,Pass
1510,1,1,4529,814,718,1,695,23,0,1,0,Pass
1582,0,1,6671,343,3320,2,831,1646,1,2,0,Pass
1051,1,1,4757,248,5267,0,534,799,0,0,0,Pass
1477,1,1,6831,750,8305,1,818,843,0,0,2,Pass
375,1,1,8,729,9865,1,1436,534,1,1,0,Pass
1415,0,0,1621,91,9168,3,149,985,0,1,0,Pass
108,0,1,9253,154,3355,3,1853,1899,0,0,2,Pass
291,1,1,5789,60,7640,1,332,675,0,0,1,Pass
1604,1,1,3096,549,3587,0,625,885,0,2,2,Pass
591,0,0,114,15,5036,3,1871,607,1,1,0,Pass
1190,1,0,2685,854,526,3,1744,1448,0,0,2,Pass
1198,1,1,6133,901,1715,3,953,1006,0,0,2,Pass
1423,0,0,6101,50,3500,1,213,113,0,0,0,Pass
1389,1,1,2404,482,2373,2,277,1608,1,1,0,Pass
41,1,0,6338,602,4078,0,556,1447,1,2,1,Pass
1392,0,1,8820,2,4653,2,80,707,1,1,2,Pass
1414,1,1,167,919,6359,0,1572,1147,1,0,2,Pass
295,0,0,3528,484,3877,0,506,1244,1,2,1,Pass
724,0,1,4249,917,5180,0,1454,600,1,2,0,Pass
430,1,1,664,721,6814,2,230,939,1,1,0,Pass
841,0,1,753,219,5348,1,1996,1747,0,0,1,Pass
903,0,1,5643,189,6326,1,1621,690,0,1,0,Pass
1254,0,0,2040,344,8746,3,1316,1002,0,1,2,Pass
1408,1,1,6030,763,8224,3,1456,1372,1,1,1,Pass
503,1,0,2250,278,2807,1,715,294,0,0,1,Pass
802,0,1,6924,987,7088,1,1980,1697,1,1,0,Pass
1136,1,1,1397,665,4649,3,652,236,1,0,0,Pass
351,0,0,484,686,4813,0,500,1055,0,1,0,Pass
784,0,1,4311,96,2879,1,1327,198,0,2,0,Pass
1570,0,0,9926,230,878,3,515,1809,1,2,1,Pass
1776,1,1,836,937,9354,3,1346,877,1,1,1,Pass
1393,1,1,983,482,173,3,1607,1082,0,1,1,Pass
1203,0,0,3998,815,9966,0,676,674,1,0,1,Pass
1533,1,0,553,439,9064,3,1568,697,1,0,2,Pass
1095,0,1,1484,582,3104,3,1621,926,1,1,2,Pass
830,1,0,2837,711,1820,1,1279,1766,0,0,0,Pass
1489,0,1,8980,884,2359,0,553,328,0,0,0,Pass
1418,1,1,3842,644,3705,1,888,866,0,2,0,Pass
898,1,0,321,385,284,3,1203,142,1,2,0,Pass
1534,1,1,5259,523,5521,2,1218,681,1,0,1,Pass
1191,0,1,3231,30,6026,1,426,538,1,1,1,Pass
737,1,1,1677,236,1129,1,1458,178,1,0,1,Pass
1348,1,0,7802,504,1438,0,1191,1757,0,2,2,Pass
1815,1,0,9447,504,4871,2,1684,700,0,0,1,Pass
855,1,0,6756,93,7209,3,1750,1093,0,1,2,Pass
1659,1,0,4009,48,2835,1,1411,209,0,2,2,Pass
1945,1,0,5068,932,3690,3,1937,473,1,1,2,Pass
1586,0,0,2022,91,2439,0,1356,1045,1,1,1,Pass
1342,1,1,5448,311,9285,0,121,1418,1,1,1,Pass
989,0,0,2115,135,9408,1,1215,1942,0,2,2,Pass
35,1,0,428,411,2799,2,1101,1586,1,2,0,Pass
1126,0,0,6502,5,5003,1,1135,1229,1,0,2,Pass
526,0,1,8769,861,1232,0,1889,120,1,0,2,Pass
609,0,1,6760,609,6105,0,1645,986,0,1,2,Pass
544,0,1,8257,341,8721,0,1162,425,1,0,0,Pass
1851,1,1,5140,502,3868,2,1698,970,0,0,1,Pass
1749,0,1,9782,374,4604,1,381,110,1,2,1,Pass
796,1,1,8535,428,3176,3,819,1411,0,1,0,Pass
1169,1,1,4878,571,6447,1,483,59,0,2,2,Pass
1031,1,0,7262,444,3651,1,299,372,0,2,2,Pass
979,0,1,5034,225,5594,3,376,829,1,2,0,Pass
1671,0,0,7052,40,7606,3,1637,1641,1,0,2,Pass
1636,0,0,6299,26,7325,3,552,1962,1,2,0,Pass
499,0,1,8129,158,6010,2,1263,339,0,2,0,Pass
71,1,1,2548,615,4571,0,1858,515,1,0,2,Pass
314,0,0,2708,141,6717,3,697,1299,0,0,2,Pass
1769,1,0,9323,955,4586,2,869,1252,0,2,0,Pass
1702,0,1,3835,590,7035,0,452,1199,1,0,0,Pass
1329,1,1,5465,934,3249,0,1942,241,0,2,2,Pass
1899,1,0,7375,659,8486,2,517,745,1,2,1,Pass
1392,0,1,8662,550,6585,3,1433,937,0,0,1,Pass
1447,1,1,5946,818,383,3,656,1358,1,1,0,Pass
992,0,1,351,918,2749,0,659,1861,1,0,0,Pass
1298,1,0,856,17,843,2,334,499,1,2,0,Pass
168,0,1,5840,433,1163,1,1903,824,1,0,2,Pass
1102,0,1,6170,705,4816,3,1319,712,1,0,2,Pass
277,0,1,8730,606,1842,2,1799,1919,0,2,2,Pass
599,0,0,4718,533,4742,1,73,1752,1,1,0,Pass
1392,0,1,6095,796,8594,0,391,641,1,2,0,Pass
819,1,1,9305,331,9095,1,1744,1286,0,1,1,Pass
1197,1,0,9970,486,8816,1,1470,655,0,2,0,Pass
802,1,1,2014,729,9679,1,813,1359,0,2,1,Pass
1081,1,1,2104,935,0,2,1229,1219,1,0,1,Pass
685,0,0,1845,144,3901,0,1088,701,0,0,0,Pass
586,0,0,2250,910,9465,1,1911,899,1,0,2,Pass
1001,1,0,6710,915,6529,3,750,1008,1,2,0,Pass
1841,1,0,1218,754,9556,3,1456,1438,0,0,2,Pass
531,1,0,2795,495,4492,3,268,774,1,0,1,Pass
1081,0,1,4154,261,3198,1,878,909,0,1,0,Pass
404,0,1,5490,427,7108,1,1346,163,1,2,2,Pass
1624,0,1,2656,275,4883,3,1548,1330,0,0,1,Pass
829,1,1,6857,64,5710,1,554,88,1,0,1,Pass
1884,0,0,2853,42,3345,2,578,682,0,0,0,Pass
1259,0,1,4993,184,947,1,959,1231,0,2,0,Pass
334,0,0,7642,314,891,0,1934,1693,0,2,1,Pass
1891,1,0,5517,914,8524,1,240,59,0,0,0,Pass
1169,0,1,3250,173,3476,0,1935,1035,0,2,2,Pass
5,1,0,3696,923,6726,2,1035,491,0,1,1,Pass
82,1,0,1427,359,9936,3,1030,1952,0,1,1,Pass
668,0,1,3555,324,8592,1,146,1526,1,1,0,Pass
408,0,0,3990,670,6936,1,1508,112,0,0,2,Pass
