@relation sheet
@attribute in1 real
@attribute in2 real
@attribute in3 real
@attribute in4 real
@attribute in5 real
@attribute in6 real
@attribute in7 real
@attribute in8 real
@attribute in9 real
@attribute in10 real
@attribute in11 real
@attribute in12 real
@attribute class {Pass,Fail}
@data
766,1,1,7647,28,671,1,1899,667,0,2,2,Pass
1889,0,1,6585,589,2422,2,360,37,0,2,2,Pass
231,1,0,6861,135,2099,1,1019,336,1,0,0,Pass
486,0,0,3233,727,5272,3,1536,1666,1,1,1,Pass
55,0,0,6254,166,9778,1,1737,92,0,0,1,Pass
688,0,1,3273,932,4050,1,497,1391,1,2,0,Pass
1095,1,1,8529,12,6752,1,1673,687,1,2,0,Pass
1369,0,0,7203,520,902,3,21,284,1,0,0,Pass
1824,1,0,7040,548,446,2,1836,184,0,0,2,Pass
650,1,0,4336,8,5968,3,1939,1785,0,2,2,Pass
1150,0,1,5534,399,4978,1,1389,743,0,2,0,Pass
1057,1,1,3816,164,4645,1,1817,682,1,2,2,Pass
1887,1,0,7385,252,5586,2,1472,418,1,0,0,Pass
764,1,1,3852,470,3735,2,1826,1506,0,1,2,Pass
1329,1,0,1767,830,3817,0,1236,158,0,0,2,Pass
1004,0,0,570,265,6638,0,688,1800,0,1,1,Pass
1432,1,0,891,474,7374,1,945,834,0,0,1,Pass
179,1,1,1160,699,9647,3,881,1734,0,0,1,Pass
1094,1,0,9392,631,4899,1,409,649,1,0,0,Pass
359,1,0,8246,332,2311,3,1869,1669,0,2,0,Pass
1825,1,1,7547,285,3937,3,745,221,0,2,2,Pass
1181,0,1,4287,973,6111,0,1636,1395,0,2,0,Pass
1746,0,0,6284,616,5168,3,1480,1773,0,0,2,Pass
1759,0,1,6614,43,584,3,1475,1965,1,2,2,Pass
337,1,0,699,819,9228,1,1157,1992,1,1,0,Pass
935,1,1,9660,690,4350,0,1550,422,0,0,0,Pass
1098,0,0,7950,629,3583,2,1516,1760,0,1,0,Pass
946,1,1,6855,26,1960,3,1254,1967,1,2,0,Pass
1004,0,1,7456,159,1388,3,1760,40,1,0,0,Pass
863,1,1,1979,478,3397,0,1092,1022,0,1,2,Pass
357,1,0,7258,76,9361,1,288,1415,0,0,1,Pass
318,1,0,7108,905,1600,0,522,1608,1,2,1,Pass
663,1,1,5516,633,6099,2,1893,1364,1,2,2,Pass
18,1,0,6329,856,6315,2,743,1782,0,2,0,Pass
583,1,0,2003,875,3620,3,721,968,0,1,1,Pass
1856,1,1,9833,603,8501,1,1090,676,0,2,0,Pass
426,1,0,404,53,9455,1,880,304,0,0,1,Pass
670,1,0,9983,772,2199,0,588,1822,1,1,1,Pass
1750,0,0,750,216,3448,3,1786,1001,1,0,2,Pass
1125,0,1,3696,367,8897,3,1073,771,1,0,0,Pass
440,0,1,4027,33,8560,2,1485,882,1,0,0,Pass
64,0,0,3482,705,2720,2,1079,323,0,2,0,Pass
1016,1,0,5149,671,4093,1,949,1038,1,2,0,Pass
1739,1,1,5078,618,8571,0,1692,1793,0,0,0,Pass
871,1,0,7908,523,8101,0,999,144,0,2,0,Pass
262,0,1,9989,68,9119,1,234,1297,0,2,0,Pass
1971,0,0,7477,942,9858,3,1839,1102,0,1,2,Pass
1792,0,0,1845,18,249,3,1477,1195,0,1,1,Pass
541,0,1,66,15,3726,1,1960,815,0,0,0,Pass
93,0,0,1628,122,1867,0,281,311,1,0,2,Pass
1786,0,1,584,828,9607,3,1476,238,0,0,1,Pass
785,1,1,906,236,5572,0,528,1472,1,2,0,Pass
896,0,0,6122,412,6090,2,830,469,0,2,1,Pass
595,1,1,7546,201,3691,2,233,1858,0,0,1,Pass
917,0,1,4474,516,9275,3,1854,659,1,2,2,Pass
1899,1,1,5904,966,2994,2,1760,621,1,0,1,Pass
468,1,0,5423,295,1737,3,1284,1575,1,1,2,Pass
1317,1,1,6539,335,694,2,395,1840,0,0,2,Pass
1849,0,0,6766,997,6157,2,1689,627,0,2,1,Pass
428,1,0,1779,325,3084,2,1610,1374,0,1,2,Pass
1216,0,1,3908,990,4619,3,1092,634,0,1,2,Pass
817,1,1,6602,312,5973,2,1253,477,1,2,0,Pass
1499,0,1,1192,69,1342,0,1761,1971,0,2,2,Pass
930,1,1,8285,190,2506,0,1904,1763,0,1,1,Pass
297,0,0,9597,238,9198,1,1898,1749,0,1,0,Pass
1012,0,1,3106,619,8766,0,665,888,1,2,1,Pass
640,1,0,4028,400,9324,1,81,697,1,0,1,Pass
1626,1,1,4411,839,6449,2,246,8,1,0,0,Pass
1428,0,1,3549,36,4163,0,1619,1148,1,1,1,Pass
76,1,1,5328,885,8762,2,1994,942,1,2,2,Pass
1486,1,0,7389,484,6775,0,373,539,0,2,2,Pass
1953,1,0,1511,31,619,2,448,282,1,0,1,Pass
55,1,0,2248,694,4104,1,1545,1125,0,1,1,Pass
1350,0,0,383,211,1488,2,813,1325,0,0,0,Pass
523,0,0,4511,816,3087,3,1096,1021,0,1,0,Pass
1974,0,0,1374,137,1774,2,1937,856,1,0,0,Pass
1576,0,1,8529,914,3790,0,648,1030,1,2,2,Pass
1856,0,1,9513,843,9878,0,149,1265,1,1,2,Pass
1997,1,0,6133,943,5539,2,1974,1942,1,1,2,Pass
1253,1,0,3451,932,7874,2,684,1679,0,2,2,Pass
1035,1,0,6380,804,1252,0,1915,885,1,2,0,Pass
295,0,1,7867,138,9654,2,1044,1609,1,1,2,Pass
1687,1,0,3858,456,3666,3,601,731,0,0,1,Pass
443,0,1,4138,461,1359,2,165,524,0,1,2,Pass
55,1,0,5724,948,1801,2,574,261,1,2,1,Pass
633,0,0,753,246,7301,2,1392,1698,1,0,0,Pass
1857,0,1,4138,305,5485,3,751,1697,1,1,1,Pass
1832,0,1,3653,322,3963,2,832,1628,1,0,1,Pass
65,0,1,5973,893,4541,2,1692,542,0,1,1,Pass
403,0,1,9333,205,6477,3,1867,26,0,2,2,Pass
928,0,1,2721,342,5746,2,881,526,1,2,2,Pass
615,1,1,1960,583,4655,1,1856,1998,1,2,2,Pass
254,1,0,8426,726,2479,1,1170,1589,1,1,1,Pass
1411,1,0,5987,227,9795,2,345,253,1,1,1,Pass
601,0,1,4522,494,9761,1,301,376,1,2,2,Pass
391,1,0,4624,396,7394,1,969,671,0,2,0,Pass
1123,1,0,5168,971,9887,2,618,1710,0,0,0,Pass
390,0,1,5191,655,8240,3,973,1322,1,0,0,Pass
401,1,0,24,485,1962,3,252,163,0,0,1,Pass
117,0,1,4567,860,3884,3,1149,1468,0,0,0,Pass
1880,1,1,952,412,525,1,1152,257,1,0,1,Pass
522,1,1,9948,46,1324,3,43,1775,0,0,0,Pass
751,0,1,7695,906,9276,3,603,1590,1,0,2,Pass
1358,1,1,6105,335,5251,0,65,1986,1,2,1,Pass
1328,1,0,5671,156,6791,3,1103,1553,1,2,0,Pass
1660,1,0,6045,581,4189,0,662,119,1,2,2,Pass
1335,1,0,8739,761,2887,1,1477,357,1,2,0,Pass
1265,0,0,6209,272,5184,3,120,1552,1,1,1,Pass
785,1,1,4081,930,2542,3,1571,261,0,0,1,Pass
714,1,1,7063,386,6364,0,82,274,1,0,1,Pass
1679,1,0,5751,0,3930,1,1606,423,0,0,2,Pass
1802,1,0,8748,886,9338,0,246,1043,1,2,0,Pass
386,1,0,1128,114,6864,1,760,466,1,0,0,Pass
1842,0,1,4789,474,2879,0,82,1596,1,2,2,Pass
525,1,1,591,886,3108,0,233,577,1,0,2,Pass
1671,0,1,8099,862,6184,2,301,1496,0,1,0,Pass
183,1,0,1264,620,8910,3,1432,1470,0,2,0,Pass
96,1,0,4641,955,9950,2,330,3,1,2,2,Pass
166,0,0,6621,438,5253,0,1930,1064,1,0,1,Pass
101,0,0,6324,566,3363,3,451,460,1,1,2,Pass
1349,0,1,6878,411,3719,1,832,1342,0,1,2,Pass
1986,0,1,5289,707,3041,0,477,132,0,0,2,Pass
1792,0,1,4342,80,3213,2,1668,1010,0,2,2,Pass
1939,1,0,9401,587,6401,0,441,366,0,2,0,Pass
1427,0,0,1891,302,9066,0,1835,808,0,2,2,Pass
1014,0,0,1734,791,8624,3,607,1310,1,0,1,Pass
1360,1,0,9149,47,9579,2,178,661,1,2,1,Pass
1036,1,1,46,986,5689,3,260,507,1,0,1,Pass
262,1,1,8693,305,4407,2,596,225,0,0,1,Pass
1129,0,0,4213,507,1985,0,324,173,0,1,2,Pass
1515,1,1,5718,355,5039,1,289,197,1,1,0,Pass
1680,1,1,3070,266,5941,0,582,624,0,2,2,Pass
1475,0,1,7206,164,1758,1,119,286,1,0,0,Pass
553,1,1,7394,511,9756,3,286,415,1,1,2,Pass
664,1,0,5107,983,5448,1,1020,1321,0,2,2,Pass
1100,1,1,5877,503,6650,1,1589,1162,1,1,0,Pass
273,0,1,3129,450,461,3,959,437,1,1,1,Pass
1811,0,1,6743,327,4857,0,1697,1154,1,1,1,Pass
1483,0,1,9834,619,3893,3,669,5,1,2,0,Pass
972,0,0,2015,56,7857,0,1570,1288,0,0,1,Pass
1795,1,0,9763,762,3172,1,409,765,0,1,2,Pass
725,0,1,3920,169,3536,3,801,323,0,1,0,Pass
858,0,0,6716,962,9655,1,1393,912,1,2,0,Pass
1871,1,0,6790,417,6016,0,786,1815,1,2,2,Pass
1233,1,1,6854,209,2116,0,623,1401,0,2,0,Pass
365,1,1,9881,595,6727,1,1122,1711,1,2,2,Pass
411,0,1,926,756,9452,3,884,623,1,2,1,Pass
130,1,0,9159,560,3393,2,280,1940,0,0,2,Pass
543,1,1,2583,548,2874,2,1453,1376,1,1,0,Pass
535,0,0,8429,217,5222,1,790,1172,0,2,0,Pass
1203,1,1,8403,500,7540,0,208,1080,1,0,2,Pass
1859,0,1,717,827,4089,2,600,413,1,0,0,Pass
1410,0,1,2185,113,3208,1,1198,1031,0,1,1,Pass
1697,1,1,1543,506,2133,2,242,784,1,1,0,Pass
1592,1,1,8110,634,8095,2,881,1727,0,1,1,Pass
1630,1,0,8772,575,9936,3,164,799,0,1,0,Pass
417,1,1,9263,694,2076,1,750,1731,1,1,2,Pass
1833,0,1,9412,10,2763,2,840,1391,0,0,2,Pass
127,1,1,5827,113,156,3,1571,1226,1,0,0,Pass
1810,1,0,8854,873,2127,0,1841,1768,0,0,2,Pass
449,0,1,5245,888,1958,3,648,715,0,1,2,Pass
605,1,0,6303,256,6384,1,141,704,0,2,1,Pass
1101,0,0,8438,329,3098,3,1825,240,1,0,1,Pass
940,0,0,3583,712,3756,1,690,1045,0,1,1,Pass
1208,1,1,1078,20,6069,2,441,1684,1,2,2,Pass
1641,0,0,802,25,9147,2,515,1217,0,1,0,Pass
1545,0,1,1034,173,3786,0,791,661,0,2,0,Pass
1194,1,1,1548,520,4511,0,91,1443,1,1,1,Pass
1034,1,1,9389,665,1481,3,411,338,0,0,0,Pass
635,0,1,555,370,1620,3,1615,701,0,1,1,Pass
135,1,1,4227,685,8026,3,959,990,0,2,0,Pass
1496,0,1,9399,656,3552,0,1391,33,0,2,1,Pass
718,1,1,1272,642,9121,0,777,572,1,2,1,Pass
1329,1,0,5491,610,8482,0,292,1956,0,0,1,Pass
414,0,0,2035,244,7291,2,519,706,0,0,0,Pass
389,0,1,9004,300,1061,3,929,316,0,2,1,Pass
392,1,0,3959,823,5245,0,705,1768,0,0,0,Pass
1368,0,0,7991,948,6509,3,612,1810,1,1,0,Pass
962,0,0,3087,978,6218,0,265,1830,1,2,1,Pass
703,1,1,4678,58,2439,1,581,529,0,2,1,Pass
255,0,0,113,133,2461,2,652,1434,1,0,2,Pass
1199,1,1,8242,263,2092,3,1061,917,0,1,2,Pass
265,0,1,7707,611,8154,1,480,1680,0,0,1,Pass
753,0,0,5105,488,7693,0,1855,14,0,0,0,Pass
376,0,0,7479,208,4143,1,934,744,1,0,1,Pass
897,0,1,7200,881,5175,1,1161,315,1,1,1,Pass
1001,1,1,9528,28,7943,0,280,1652,0,2,0,Pass
1963,0,0,1257,715,5343,3,1970,1296,1,1,2,Pass
632,0,1,6189,159,260,2,1004,231,0,1,1,Pass
1213,0,1,1581,695,2933,0,660,433,0,2,1,Pass
678,1,1,8060,468,3,0,1454,1368,1,2,1,Pass
1801,0,0,520,777,4275,3,961,1157,0,1,2,Pass
917,0,0,9703,191,2155,1,1703,1230,1,0,2,Pass
832,0,1,6866,582,4349,2,1225,1892,0,0,0,Pass
1112,1,1,7369,63,2828,3,1259,755,1,2,0,Pass
1033,0,0,4507,918,9282,3,1233,1946,0,2,1,Pass
1077,0,0,9288,933,9651,3,805,754,1,1,2,Pass
1369,0,1,1197,644,8264,1,667,194,0,0,1,Pass
979,1,0,6051,884,2483,2,732,953,0,2,0,Pass
1096,0,1,8109,602,3,0,1716,1053,1,0,1,Pass
300,1,1,2708,184,795,3,384,631,1,2,0,Pass
1811,1,1,9449,510,8813,3,991,41,1,2,2,Pass
12,1,0,7502,271,8070,3,892,111,0,0,1,Pass
629,1,1,6521,200,1901,2,1662,1259,1,0,1,Pass
1713,0,0,3295,676,5909,3,404,997,1,0,2,Pass
573,1,0,9745,242,6051,2,1656,390,1,1,1,Pass
330,0,1,3005,719,8005,2,1479,1853,0,0,1,Pass
428,1,1,5724,503,4217,0,1202,898,0,1,2,Pass
1384,0,1,955,463,5934,3,1709,1599,1,1,1,Pass
469,1,0,7872,550,3298,1,681,1814,1,2,2,Pass
417,1,0,7284,865,5568,2,776,1094,0,1,2,Pass
1131,1,0,5087,661,7356,1,133,1407,1,2,1,Pass
8,1,1,1484,350,4502,3,501,396,0,2,2,Pass
919,0,1,5555,254,5969,2,230,1447,1,2,0,Pass
1239,0,1,8405,202,1797,1,619,1072,1,2,1,Pass
928,0,1,368,142,7312,3,1641,799,1,0,1,Pass
1126,0,0,2839,904,3261,3,153,1409,0,2,0,Pass
673,0,0,3524,313,8087,2,1714,775,1,2,1,Pass
34,0,0,677,479,3078,2,1451,1745,0,0,2,Pass
839,1,1,2041,112,4091,3,18,1890,1,0,2,Pass
679,1,0,6429,825,3715,3,484,196,0,2,2,Pass
1761,1,0,8928,980,6845,1,1217,1635,1,1,0,Pass
1223,1,0,3175,167,9776,3,627,1343,0,0,0,Pass
1888,1,0,4469,456,4518,2,1252,178,1,2,2,Pass
49,1,0,1476,455,3430,2,1585,154,1,2,1,Pass
1765,1,0,9025,180,7434,3,1415,1016,0,1,1,Pass
1211,0,0,2863,142,1461,3,896,350,0,0,0,Pass
1254,0,1,3762,437,7270,3,898,80,1,0,0,Pass
1210,0,1,4061,23,487,3,1692,184,1,0,2,Pass
25,0,1,4163,799,5188,2,1190,805,0,0,2,Pass
581,1,0,4623,363,6882,2,1148,1781,1,0,1,Pass
55,1,1,7849,964,7877,3,1231,454,0,1,2,Pass
422,0,1,7790,279,3268,3,928,517,0,1,1,Pass
1163,0,1,4066,546,6261,3,1890,406,0,2,2,Pass
1209,0,0,4652,411,1480,1,995,121,1,1,0,Pass
1090,0,0,5638,545,393,0,511,885,0,0,1,Pass
1644,0,1,584,485,478,0,1914,341,1,1,0,Pass
1594,1,1,3753,379,8258,3,543,1864,1,0,0,Pass
1166,0,0,2170,659,6070,1,866,1215,0,2,0,Pass
1443,1,0,38,12,154,3,758,775,0,1,1,Pass
145,1,1,4593,398,8292,3,980,943,1,0,2,Pass
337,1,0,5204,288,1445,3,209,187,1,1,0,Pass
1944,1,1,6778,832,347,3,1938,13,1,2,1,Pass
1208,0,0,9491,536,5088,3,327,669,0,0,1,Pass
1178,0,1,4491,696,2293,2,473,1671,1,1,1,Pass
1759,1,0,4670,173,8100,0,1258,522,0,2,1,Pass
1485,0,0,4738,369,3176,3,1200,1673,1,2,2,Pass
1855,0,0,5721,468,3426,0,1893,962,0,2,2,Pass
413,0,0,9449,535,1297,3,1478,1571,1,2,1,Pass
1026,0,0,2370,377,566,1,1583,756,0,2,0,Pass
355,0,1,5876,394,8635,0,823,71,0,2,0,Pass
1445,0,0,1443,37,7511,1,645,1476,1,1,1,Pass
1135,1,1,352,283,4040,1,422,889,1,0,1,Pass
54,0,0,4109,337,6724,1,754,1222,0,2,0,Pass
335,1,1,3525,138,6084,2,611,430,0,2,1,Pass
1575,0,1,1213,17,5815,0,393,81,1,2,1,Pass
1558,1,1,5699,223,6968,1,149,1918,0,1,2,Pass
1178,0,0,2857,290,2404,3,199,253,0,0,0,Pass
375,1,0,8455,726,6115,2,431,195,0,2,1,Pass
947,0,0,7219,477,8329,0,965,678,0,1,2,Pass
1336,0,0,6085,929,4994,0,381,1000,0,1,2,Pass
1306,1,1,7331,418,8479,2,947,1352,0,2,1,Pass
1712,0,1,2653,291,2471,0,22,1739,0,2,1,Pass
295,1,1,4191,238,8454,0,1101,1185,0,1,0,Pass
1833,1,1,4154,56,5140,3,1291,1195,0,2,1,Pass
1604,0,0,6613,47,5851,2,232,1922,1,2,0,Pass
207,1,0,8445,390,4320,3,1973,379,1,1,2,Pass
1472,1,0,2478,987,6484,1,371,575,1,2,2,Pass
1200,0,0,2805,456,4191,0,314,671,0,2,2,Pass
615,0,1,3068,285,8032,2,1993,1531,1,0,2,Pass
1419,0,1,8984,30,5501,0,1559,1947,0,1,1,Pass
1867,0,1,8107,592,4235,1,1628,1438,0,0,0,Pass
1090,0,1,9306,151,4673,3,229,39,1,1,1,Pass
590,1,1,5490,395,2455,3,1323,288,0,2,2,Pass
1928,0,1,5443,640,1549,0,1174,606,1,1,0,Pass
1126,1,1,3281,244,7602,0,220,1067,0,0,1,Pass
1892,1,0,9100,722,5883,0,1064,442,1,1,0,Pass
1849,0,0,6563,469,8501,1,768,1229,0,0,2,Pass
1437,1,1,5218,113,6337,1,1696,650,0,0,1,Pass
1631,1,0,668,891,2194,2,612,1348,0,0,0,Pass
572,1,0,7967,272,5980,3,830,398,0,2,2,Pass
1459,1,0,3675,978,9955,3,1197,1393,1,2,2,Pass
1102,1,1,3702,502,263,3,1630,1622,0,0,2,Pass
1427,0,0,9704,531,2417,3,970,1814,0,1,2,Pass
255,1,1,9654,885,4627,0,1476,1367,1,2,1,Pass
172,1,0,9237,751,5881,3,613,1273,1,1,2,Pass
1505,1,0,7557,774,8127,2,1725,1702,0,2,0,Pass
399,0,0,2543,378,3686,1,1184,95,1,2,0,Pass
547,0,1,661,695,9568,1,771,235,0,0,0,Pass
1263,1,0,8429,945,7821,0,379,1618,1,1,0,Pass
475,0,0,4769,382,5849,2,681,79,0,1,1,Pass
1393,0,1,5246,909,9019,2,859,1341,0,2,2,Pass
142,0,0,5583,644,2771,3,1513,1087,1,0,2,Pass
443,1,0,3277,342,6455,2,1586,1115,0,1,2,Pass
1651,1,1,9502,723,9636,2,747,1432,1,1,2,Pass
1959,0,1,9184,537,2437,1,1741,204,1,0,0,Pass
405,1,0,6392,336,3370,1,112,1226,1,0,1,Pass
1022,0,1,7539,708,3648,1,47,208,0,1,1,Pass
1342,1,1,7920,699,7775,0,1138,1030,1,2,2,Pass
126,1,1,2784,733,4173,3,938,570,1,1,0,Pass
12,1,1,8307,378,9334,3,1780,1872,0,1,1,Pass
836,0,0,1913,887,3213,0,453,1695,1,0,1,Pass
992,0,1,74,387,5755,1,454,495,0,0,0,Pass
755,1,1,7466,861,4490,2,37,773,0,2,2,Pass
939,0,0,7333,488,5957,2,1841,1032,1,1,2,Pass
1084,1,0,6138,270,7911,0,1767,613,1,2,1,Pass
1569,0,0,9775,280,8598,0,357,1719,1,2,0,Pass
660,1,0,9146,688,1171,2,899,490,0,2,0,Pass
502,1,0,1359,981,4936,3,1041,1494,1,2,2,Pass
434,0,0,963,653,8885,2,233,1041,1,1,2,Pass
532,0,0,4644,929,3072,3,202,212,0,0,2,Pass
623,1,0,5322,754,6624,0,1990,1943,0,1,2,Pass
1347,1,1,2422,945,2190,0,1969,209,0,0,0,Pass
1333,0,0,238,763,2415,0,1518,255,1,0,2,Pass
0,0,0,5482,555,2521,1,224,621,0,1,1,Pass
193,0,0,5415,633,5929,2,1506,1418,0,2,0,Pass
152,1,0,3966,280,1765,3,1563,1245,0,2,2,Pass
1345,0,1,1607,21,2589,2,202,669,1,2,1,Pass
1066,1,1,1015,523,9744,0,930,1494,1,1,1,Pass
1351,0,0,908,395,1028,1,1691,31,1,2,2,Pass
281,1,1,9001,504,3935,3,780,1696,0,1,2,Pass
277,0,1,3274,257,1557,1,672,1560,0,1,2,Pass
936,1,0,4238,87,2757,3,477,1892,0,1,0,Pass
511,0,0,7492,741,4907,1,1571,388,1,0,0,Pass
45,0,0,4460,751,8651,2,95,1263,1,1,2,Pass
205,0,0,6195,35,2015,3,1444,1647,1,2,2,Pass
1311,1,0,3649,980,6646,1,1963,718,0,0,2,Pass
55,1,1,9227,925,3843,1,1071,135,0,2,1,Pass
328,1,1,3481,665,4039,1,208,1649,1,1,0,Pass
1928,0,1,1131,177,4579,2,442,958,0,0,0,Pass
869,1,1,1222,559,5733,2,1544,1417,0,0,0,Pass
1164,1,0,9804,616,9636,3,1187,37,0,1,0,Pass
721,0,1,1685,934,3059,1,1849,1835,1,1,1,Pass
1378,0,1,4320,898,6648,2,1796,163,1,1,1,Pass
670,1,0,4894,807,1887,2,1008,1835,1,1,2,Pass
268,1,0,6404,403,6439,0,1008,1068,0,1,1,Pass
77,0,0,3570,665,5359,1,839,385,0,2,1,Pass
154,1,1,3005,786,646,0,918,1035,0,1,0,Pass
354,1,1,2797,273,9509,0,1887,1208,1,1,1,Pass
1763,1,1,1037,997,7538,2,444,666,1,0,1,Pass
1297,1,0,1765,321,6315,3,116,1515,0,0,0,Pass
365,1,0,189,478,7476,2,1060,645,1,0,1,Pass
1524,1,1,712,402,8614,2,1983,1911,1,1,2,Pass
304,0,1,6946,386,445,1,906,219,1,1,0,Pass
308,0,1,2240,698,9541,2,462,1484,1,1,1,Pass
695,1,0,7916,133,4906,0,1826,285,1,1,0,Pass
1083,1,1,4481,216,9986,3,1676,1756,0,0,0,Pass
208,0,0,1121,40,4752,0,876,141,0,0,2,Pass
1449,1,1,7464,59,6686,2,654,171,0,0,1,Pass
1496,0,1,244,700,6655,1,1954,385,0,1,0,Pass
1565,0,1,8957,480,6871,2,1905,766,1,0,1,Pass
640,1,1,9603,573,3745,3,311,1566,0,1,1,Pass
247,0,0,9728,178,7077,1,1648,1005,1,1,1,Pass
75,1,0,5299,369,75,3,1033,1198,0,2,1,Pass
205,0,0,9597,112,7671,0,395,1682,1,0,1,Pass
1342,0,0,4964,886,7145,3,862,988,0,0,0,Pass
660,0,0,3723,482,4745,1,1824,1336,1,1,1,Pass
784,1,1,4786,112,5557,2,265,771,1,1,1,Pass
3,1,0,247,645,3471,3,1989,1005,0,2,2,Pass
1048,0,0,7969,185,3871,1,1349,1507,1,1,0,Pass
1125,0,1,1740,787,4394,3,1354,753,0,1,2,Pass
643,0,0,8542,415,7252,1,1607,1484,1,0,2,Pass
1140,0,1,5038,285,1296,2,1834,1445,1,1,1,Pass
699,0,1,7315,267,6986,1,926,609,0,1,1,Pass
447,1,0,3080,393,4839,0,441,1806,0,1,0,Pass
225,1,0,2563,229,9249,2,517,375,1,2,2,Pass
773,1,1,5044,493,9434,1,613,1072,0,1,2,Pass
725,1,0,1448,185,2371,1,734,1604,0,1,2,Pass
376,1,1,290,19,8720,3,1432,1651,0,2,0,Pass
265,0,0,3419,814,1315,1,984,1394,1,1,2,Pass
1179,1,0,8782,554,4826,0,1123,946,1,0,1,Pass
914,0,0,3418,234,3200,1,1240,346,1,2,0,Pass
325,0,0,9165,420,1540,2,547,328,0,0,0,Pass
791,1,1,7586,295,4641,0,722,1241,0,0,2,Pass
1597,1,0,6975,147,9090,1,606,466,1,2,0,Pass
1953,0,1,1093,810,1033,1,592,1615,0,0,2,Pass
1852,1,0,6141,636,2548,1,1637,1984,0,2,1,Pass
1578,1,0,8644,120,3651,3,1848,395,0,1,1,Pass
1455,1,1,2635,5,4833,3,450,836,0,1,1,Pass
175,0,0,7285,928,9045,3,1369,481,0,2,1,Pass
1811,0,1,3589,295,7613,1,1546,834,1,0,2,Pass
527,1,1,1628,692,9647,2,988,1029,1,0,0,Pass
1463,1,1,1412,333,534,2,1947,927,1,2,1,Pass
1465,1,1,3908,536,9212,2,1094,1790,1,1,2,Pass
1278,1,1,3881,860,5057,0,366,1283,0,1,2,Pass
1058,1,1,6741,633,543,0,307,1621,0,0,1,Pass
1467,0,1,367,673,5856,0,949,776,1,0,0,Pass
46,0,1,3871,224,8102,0,1627,212,1,0,2,Pass
1220,0,1,6444,199,8846,2,332,1929,1,0,0,Pass
1443,1,0,4348,349,6153,3,400,1768,0,0,2,Pass
1152,0,1,5839,102,1119,2,1017,724,1,2,2,Pass
1802,1,1,4737,829,8426,0,252,639,1,0,0,Pass
410,0,0,6850,701,2195,2,479,137,1,2,1,Pass
1646,1,1,7980,574,1476,0,1078,1067,1,0,0,Pass
556,1,1,8376,162,7075,3,309,105,1,1,0,Pass
379,0,0,8869,774,255,1,1516,1678,1,0,2,Pass
149,1,0,1151,510,2161,1,1459,1161,0,0,0,Pass
1760,0,1,4639,408,5625,1,809,108,0,0,1,Pass
628,0,0,4525,354,2683,0,1492,1965,1,2,2,Pass
1086,1,1,2151,328,8861,2,479,893,1,1,2,Pass
1259,1,0,101,557,4663,2,499,942,1,2,2,Pass
840,0,0,2723,586,4975,1,76,1497,0,1,0,Pass
1469,0,1,9857,124,4135,3,1985,292,1,0,2,Pass
1954,1,1,4290,464,6924,2,583,1306,1,0,1,Pass
753,1,0,2776,145,8836,1,859,1197,1,2,2,Pass
1298,1,0,1361,881,7708,2,1010,1838,1,0,0,Pass
190,1,1,4857,349,9109,2,1320,1829,1,0,0,Pass
787,1,1,6387,627,6931,0,297,1299,0,2,0,Pass
445,1,1,6860,247,6312,0,1367,1868,0,1,2,Pass
589,0,0,6038,690,4362,2,961,1706,0,2,0,Pass
411,1,0,3382,835,9703,2,1299,1909,1,2,1,Pass
687,1,1,1540,367,7241,2,1304,1462,0,0,0,Pass
949,1,0,6245,892,9107,2,1713,1490,0,2,2,Pass
918,1,1,2590,75,3359,3,1369,491,1,2,0,Pass
1675,0,0,3646,307,7946,3,640,1545,0,0,2,Pass
1427,1,0,8576,386,9206,3,1288,847,0,2,1,Pass
1965,0,1,2085,718,1395,2,694,946,1,1,0,Pass
762,1,1,2483,618,9170,1,497,1068,0,0,2,Pass
1170,1,0,4996,115,2703,2,664,1847,0,2,0,Pass
1790,0,1,5812,74,6177,2,155,221,1,2,2,Pass
1932,0,1,8960,331,121,1,1265,195,0,1,0,Pass
406,0,1,6961,451,3532,1,825,1965,1,2,1,Pass
822,1,0,2266,424,7333,0,1896,100,0,0,0,Pass
1116,0,1,9324,626,7395,3,662,700,1,1,1,Pass
1719,1,0,1403,848,9523,2,686,538,0,1,1,Pass
761,0,1,8547,301,7539,1,1752,1546,0,1,0,Pass
796,0,1,117,992,6284,2,780,486,1,2,1,Pass
1387,1,0,9873,506,914,1,125,634,1,0,2,Pass
1747,0,1,8727,754,6226,2,1463,173,0,2,2,Pass
768,1,1,8118,349,656,1,463,1009,1,1,2,Pass
43,0,0,4456,609,499,2,1486,1699,0,1,2,Pass
1656,1,1,4928,167,7942,3,593,918,0,2,0,Pass
470,0,0,3498,256,1237,1,1673,288,0,2,1,Pass
264,1,1,9061,520,5897,1,1410,1248,1,1,2,Pass
1480,1,0,9911,287,3641,2,1274,159,1,1,0,Pass
674,1,0,789,574,9975,1,1640,475,1,2,1,Pass
1638,0,0,5141,670,1531,2,638,651,0,2,2,Pass
606,0,1,9371,555,7543,2,293,788,0,1,0,Pass
8,1,1,7557,464,7327,3,300,1953,1,2,1,Pass
1365,1,0,9307,612,1723,1,949,297,1,2,0,Pass
919,1,0,5054,218,9524,1,1091,1761,1,1,2,Pass
1857,0,1,2067,278,7872,1,1852,138,1,1,2,Pass
1504,1,0,165,362,4339,3,751,1086,1,1,2,Pass
